FLDNAME,DBSYMBOL,ALIAS,SYMBOLID,PROFID,DESCRIPT,REFCODE,CATEGORY,MISMO_VALUE,SRCENV,REC_CUSTOM,CREATE_DATE,MODIFY_DATE
WFS PM RESOLUTION,PR_SPAP,Sched PA Processng,20266,,Schedule PA Processing,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPAPE,Sched PA Pending,20265,,Schedule PA Pending,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPAR,Sched PA Rqst,20267,,Schedule PA Request,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPAV,Sched PA Rvw,20268,,Schedule PA Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPAW,Set PA Withdraw,20274,,Set PA Withdraw,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPAWR,SchedPAWthdrwRvw,20269,,Schedule PA Withdraw Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPCH,StPostClosHMDA,23756,,Start PostClosing HMDA,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPCIR,Sched PA Clsd Inc Rv,20262,,Schedule PA Closed Incomplete Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPCL,Schedule Post Close,19563,,Schedule Post Close,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPCLD,Sched Pend Cls Docs,15926,,Sched Pending Closing Docs,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPCLO,SchedPostClosing,23757,,Schedule Post Closing,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPCLS,SchedulePostClosing,15927,,Sched Post Closing,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPCP,StPendClosPkg,23758,,Start Pend Closing Package,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPCPI,SchedPendClosPkgIsue,23759,,Schedule Pend Closing Package Issue,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPCSD,SchedPendPreClsSpDoc,23760,,Schedule Pend Pre Close Suspense Docs,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPDOC,Schedule Pending Doc,16558,,Schedule Pending Docs,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPFCI,SetPAFileClsdInc,20273,,Set PA File Closed Incomplete,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPLNR,Schedule Processing Loan Review,28563,,Schedule Processing Loan Review,,0,,WGS,N,4/22/2021 7:14,4/22/2021 7:14
WFS PM RESOLUTION,PR_SPNDR,Sched Pending Review,19593,,Sched Pending Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPNOT,Schedule Processing Notification,28564,,Schedule Processing Notification,,0,,WGS,N,4/22/2021 7:14,4/22/2021 7:14
WFS PM RESOLUTION,PR_SPNT,Stage Processing Notification,29121,,Stage Processing Notification,,0,,BECU,Y,9/2/2021 7:57,9/2/2021 7:57
WFS PM RESOLUTION,PR_SPPM,Start Process Model,24357,,Start Process Model,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPPR,StPrePurchaseRev,23761,,Start PrePurchase Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPQA,Set PQ Approved,20355,,Set PQ Approved,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPQAR,SchedPQApprvalReview,20349,,Schedule PQ Approval Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPQD,Set PQ Denied,20356,,Set PQ Denied,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPQDR,SchedPQDenialReview,20350,,Schedule PQ Denial Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPQF,Schedule PQ Followup,20351,,Schedule PQ Followup,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPQP,Schedule PQ Pending,20352,,Schedule PQ Pending,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPQR,Schedule PQ Review,20353,,Schedule PQ Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPQW,Set PQ Withdraw,20357,,Set PQ Withdraw,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPQWR,SchedPQWithdrwReview,20354,,Schedule PQ Withdraw Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPRDC,Schedule Processing Ready Close,28565,,Schedule Processing Ready Close,,0,,WGS,N,4/22/2021 7:14,4/22/2021 7:14
WFS PM RESOLUTION,PR_SPRFC,Sched Proc Return from Closing,28566,,Schedule Processing Return from Closing,,0,,WGS,N,4/22/2021 7:14,4/22/2021 7:14
WFS PM RESOLUTION,PR_SPRFU,Sched Proc Return from UW,28567,,Schedule Processing Return from UW,,0,,WGS,N,4/22/2021 7:14,4/22/2021 7:14
WFS PM RESOLUTION,PR_SPRM,Start Whls Process Model,24354,,Start Whls Process Model,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPROC,Cons Sched Processing,21665,,Cons Sched Processing,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPSUS,Schedule Processing Suspense,30450,,Schedule Processing Suspense,,0,,WGS,N,9/30/2021 23:53,9/30/2021 23:53
WFS PM RESOLUTION,PR_SPUR,Schedule Purchase,19601,,Schedule Purchase,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SPUWD,SchedPendPreUWSupDoc,23762,,Schedule Pend PreUW Suspense Docs,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SRAST,Sched Review Asset,27945,,Schedule Review Asset Verification,,0,,WGS,N,11/20/2020 4:56,11/20/2020 4:56
WFS PM RESOLUTION,PR_SRBAE,Send Reg B Alert Email,20578,,Send Reg B Alert Email,,,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SRBWE,Send Reg B Warning Email,20577,,Send Reg B Warning Email,,,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SREVD,Sched Review Docs,15928,,Sched Review Docs,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SRPR,Schedule Processing,15929,,Schedule Processing,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SS2LU,Schedule2ndLvlUW,28120,,Schedule 2nd Level UW,,0,,WGS,N,12/30/2020 2:44,12/30/2020 2:57
WFS PM RESOLUTION,PR_SSCCO,CheckCounterOffer,28121,,Check Counter Offer,,0,,WGS,N,12/30/2020 2:44,12/30/2020 2:57
WFS PM RESOLUTION,PR_SSCOA,SchedCounterOfferAccepted,28122,,Schedule Counter Offer Accepted,,0,,WGS,N,12/30/2020 2:44,12/30/2020 2:57
WFS PM RESOLUTION,PR_SSCOM,SchedCommCounterOffer,28123,,Schedule Communicate Counter Offer,,0,,WGS,N,12/30/2020 2:44,12/30/2020 2:57
WFS PM RESOLUTION,PR_SSCOR,ScheduleCOReview,28124,,Schedule Counter Offer Review,,0,,WGS,N,12/30/2020 2:44,12/30/2020 2:57
WFS PM RESOLUTION,PR_SSLR,Sched 2nd Level Rev,15930,,Sched 2nd Level Rev,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SSUBP,Sched Subord Processing,27477,,Schedule Subordination Processing,,0,,WGS,N,5/13/2020 12:22,6/11/2020 2:21
WFS PM RESOLUTION,PR_SSUBU,Sched Sub UW,27478,,Schedule Subordination Underwriting,,0,,WGS,N,5/13/2020 12:22,6/11/2020 2:21
WFS PM RESOLUTION,PR_SSUCD,Schedule Submit UCD,27630,,Schedule Submit UCD,,0,,WGS,N,5/13/2020 14:00,10/15/2020 20:56
WFS PM RESOLUTION,PR_SSUS,Schedule Suspense,19600,,Schedule Suspense,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SSVS,SchedApprovalReview,28125,,Schedule Approval Review,,0,,WGS,N,12/30/2020 2:44,12/30/2020 2:57
WFS PM RESOLUTION,PR_STCL,Setup Cor Loan,23763,,Setup Cor Loan,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_STHDA,Start Whls HMDA,24384,,Start Whls HMDA,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_STHMD,StWHLSHMDA,24699,,Start Whls HMDA,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_STHR,Start HMDA Review,24358,,Start HMDA Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_STPC,Send to Post Closing,18970,,Send to Post Closing,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_STPRO,Submit to processing,24441,,Submit to processing,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_STREV,StartWhlsWithdrawReview,24397,,Start Whls Withdraw Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_STUW,StartUW,23764,,Start Underwriting,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_STWR,StWithdrawRev,23765,,Start Withdraw Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_STWR1,StWithdrawRev1,23766,,Start Withdraw Review1,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_STWR2,StWithdrawRev2,23767,,Start Withdraw Review2,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_STWR3,StWithdrawRev3,23768,,Start Withdraw Review3,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_STWRE,SchedWithdrawReview,23771,,Schedule Withdraw Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SUBP,Subordination Processing,27479,,Subordination Processing,,0,,WGS,N,5/13/2020 12:22,6/11/2020 2:21
WFS PM RESOLUTION,PR_SUBUW,Subordination UW,27480,,Subordination Underwriting,,0,,WGS,N,5/13/2020 12:22,6/11/2020 2:21
WFS PM RESOLUTION,PR_SUCD,Submit UCD,27631,,Submit UCD,,0,,WGS,N,5/13/2020 14:00,10/15/2020 20:56
WFS PM RESOLUTION,PR_SUCOR,SubCOReview,28126,,Subordination Counter Offer Review,,0,,WGS,N,12/30/2020 2:44,12/30/2020 2:57
WFS PM RESOLUTION,PR_SUS,Suspense,19602,,Suspense,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SUW,Sched UW,15931,,Sched UW,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SUWRW,Check UW 2nd sched R,16552,,Check UW 2nd sched Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SVOI,Schedule VOI,29120,,Schdedule VOI,,0,,BECU,Y,9/2/2021 7:57,9/2/2021 7:57
WFS PM RESOLUTION,PR_SVS,SubordinationApprovalReview,28127,,Subordination Approval Review,,0,,WGS,N,12/30/2020 2:44,12/30/2020 2:57
WFS PM RESOLUTION,PR_SWHDA,ScheduleWhlsHMDAReview,24381,,Schedule Whls HMDA Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SWHLN,SetupWhlsLoan,24393,,Setup Whls Loan,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SWI,Shutdown WF Instance,16570,,Shutdown WF Instance,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SWITH,Schedule Withdraw,19595,,Schedule Withdraw,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SWLL,Send Welcome Letter,32146,,Send Welcome Letter,,0,,WGS,N,10/7/2022 6:42,10/31/2022 0:14
WFS PM RESOLUTION,PR_SWLLT,Schedule Welcome Letter,32142,,Schedule Welcome Letter,,0,,WGS,N,10/7/2022 6:42,10/31/2022 0:14
WFS PM RESOLUTION,PR_SWREG,Schedule Whls Registration,24350,,Schedule Whls Registration,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SWREV,StartWithdrawReview,23769,,Start Withdraw Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_SWRV,Schedule Whls Withdraw Review,24383,,Schedule Whls Withdraw Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_TITE,Order Title Escl,15932,,Order Title Escalation,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_TREVC,Trigger Rev Complete,19616,,Trigger Rev Complete,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_TTLOI,Title Order Issue,28378,,Title Order Issue,,0,,WGS,N,1/21/2021 21:51,1/21/2021 21:51
WFS PM RESOLUTION,PR_UNDRW,Corr UW,19824,,Corr UW,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_UW,Underwriting,15933,,Underwriting,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_VDOCG,Validate Doc Generat,16567,,Validate Doc Generate,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_VOIC,VOI,29122,,VOI,,0,,BECU,Y,9/2/2021 7:57,9/2/2021 7:57
WFS PM RESOLUTION,PR_VPAPP,Validate Preapproval,24353,,Validate Preapproval,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_WHMDA,Whls HMDA Review,24382,,Whls HMDA Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_WHRVW,Whls Withdraw Review,24385,,Whls Withdraw Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_WLEAD,Withdraw Lead,15934,,Withdraw Lead,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_WREG,Whls Registration,24351,,Whls Registration,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_WREV,Withdraw Review,23770,,Withdraw Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_WRQ,Work Request,15935,,Work Request,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_WRQR,Work Request w/Resp,15936,,Work Request with Reponse,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_WRSP,Work Response,15937,,Work Response,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_WTCHK,Check WithDraw,16547,,Check WithDraw,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_WWREG,Withdraw Whls Registration,24352,,Withdraw Whls Registration,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PM RESOLUTION,PR_XSRV,ScheduleServicing,15938,,ScheduleServicing,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PROC GROUP,WG_2BFD,Cor Funding,23873,,Correspondent Funding,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PROC GROUP,WG_2BFI,Cor File Intake,23869,,Correspondent File Intake,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PROC GROUP,WG_2BHM,Cor HMDA Review,23876,,Correspondent HMDA Review,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PROC GROUP,WG_2BPC,Cor Post Closing,23875,,Correspondent Post Closing,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PROC GROUP,WG_2BPR,Cor Processing,23872,,Correspondent Processing,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PROC GROUP,WG_2BQA,Cor QA,23874,,Correspondent QA,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PROC GROUP,WG_2BSEC,Cor Secondary,23870,,Correspondent Secondary,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PROC GROUP,WG_2BUW,Cor Underwriting,23871,,Correspondent Underwriting,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PROC GROUP,WG_ALMG,Lead Management,15939,,Lead Management,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PROC GROUP,WG_BRKLC,Broker Loan Consultant,24359,,Broker Loan Consultant,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PROC GROUP,WG_CCLOS,Cons Closing,16574,,Consumer Closing,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PROC GROUP,WG_CCOFF,Cons CounterOff,16577,,Cons CounterOff,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PROC GROUP,WG_CDOCQ,Closing Docs QC,19633,,Closing Docs QC,,,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PROC GROUP,WG_CHCL,Cons HELOC Closing,30817,,Consumer HELOC Closing,,0,,BECU,Y,3/1/2022 18:22,3/1/2022 18:22
WFS PROC GROUP,WG_CHMDA,Cons HMDA,16576,,Consumer HMDA,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PROC GROUP,WG_CLPKG,Closing Package,16579,,Closing Package,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PROC GROUP,WG_CLQC,Closing QC,28516,,Closing QC,,0,,WGS,N,4/12/2021 20:42,4/12/2021 20:42
WFS PROC GROUP,WG_CLSG,Closing,15940,,Closing,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PROC GROUP,WG_COAP1,Corr Approval 1,19791,,Corr Approval 1,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PROC GROUP,WG_COAP2,Corr Approval 2,19792,,Corr Approval 2,,0,,,,9/12/2018 16:14,6/11/2020 2:21
WFS PROC GROUP,WG_COAUW,Corr Assign UW,19795,,Corr Assign UW,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_CODRV,Corr Denial Review,19793,,Corr Denial Review,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_COEXP,Corr Expired,19794,,Corr Expired,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_COFUN,Corporate Funding,24147,,Corporate Funding,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_CORG,Cons Origination,16571,,Consumer Origination,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_COUNW,Corr UnderWriting,19790,,Corr UnderWriting,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_COUX,Cor User,25019,,Correspondent Users,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_CPCLO,Cons Post Closing,16575,,Consumer Post Closing,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_CPCQ,Compliance QC,19632,,Compliance QC,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_CPROC,Cons Processing,21667,,Cons Processing,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_CRQC,Credit QC,19631,,Credit QC,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_CRQC2,Credit QC 2nd Level,19634,,Credit QC 2nd Level,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_CSLR,Cons 2nd LevelReview,30758,,Cons 2nd Level Review,,0,,BECU,Y,11/24/2021 3:55,11/24/2021 3:55
WFS PROC GROUP,WG_CUW,Cons Underwriting1,16572,,Consumer Underwriting DL,,0,,,,9/12/2018 16:14,10/3/2022 0:12
WFS PROC GROUP,WG_CUW2,Cons Underwriting2,32127,,Consumer Underwriting IDL,,0,,WGS,N,10/3/2022 0:12,10/3/2022 0:12
WFS PROC GROUP,WG_CUWA,Cons UW Approval,16573,,Consumer Underwriting Approval,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_CVOI,Consumer VOI,32084,,Consumer VOI,,0,,WGS,N,9/30/2022 9:02,10/31/2022 0:14
WFS PROC GROUP,WG_CXDA,Const Draw Approval,24862,,Construction Draw Approval,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_CXDF,Const Draw Funding,24863,,Construction Draw Funding,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_CXDR,Const Draw Request,24861,,Construction Draw Request,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_DEBTP,Debt Protection Rev,16580,,Debt Protection Review,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_DOCI,Doc Indexing Group,28517,,Doc Indexing Group,,0,,WGS,N,4/12/2021 20:42,4/12/2021 20:42
WFS PROC GROUP,WG_EAAR,EQ Adv Action Rev,16473,,Equity Adverse Action Rev,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_ECLOS,EQ Closing,16474,,Equity Closing,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_ECRR,EQ Corp Review,16475,,Equity Corporate Review,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_EDISP,EQ Disbursement,16476,,Equity Disbursement,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_EHRR,EQ HR Review,16477,,Equity  HR Review,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_EORG,EQ Origination,16478,,Equity Origination,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_EPCLO,EQ Post Closing,16479,,Equity Post Closing,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_ESVUP,EQ Srvc Upload,16480,,Equity Servicing Upload,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_EUW,EQ Underwriting,16481,,Equity Underwriting,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_EUWA,EQ UW Approval,16482,,Equity Underwriting Approvals,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_EXRE,Exception Request,28042,,Exception Request,,,,WGS,N,12/4/2020 4:58,12/4/2020 4:58
WFS PROC GROUP,WG_FUND,Funding,15941,,Funding,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_GDNL,GenerateDenyLetter,16578,,Generate DenyLetter,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_HMDG,HMDA,15942,,HMDA,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_IDIS,Initial Disclosure,16676,,Initial Disclosure,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_ONB,Onboarding,19627,,Onboarding,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_ONBS,Onboarding Suspense,19628,,Onboarding Suspense,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_ORGL,Origination,15943,,Origination,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_PHLC1,Proc HELOC 1,30765,,Centralized Processing HELOC Non-Emp,,0,,BECU,Y,11/24/2021 3:55,11/24/2021 3:55
WFS PROC GROUP,WG_PHLC2,Proc HELOC 2,30766,,Centralized Processing HELOC Emp,,0,,BECU,Y,11/24/2021 3:55,11/24/2021 3:55
WFS PROC GROUP,WG_PIDL1,Proc IDL 1,30759,,Processing Indirect Lending Non-Emp,,0,,BECU,Y,11/24/2021 3:55,11/24/2021 3:55
WFS PROC GROUP,WG_PIDL2,Proc IDL 2,30760,,Processing Indirect Lending Emp,,0,,BECU,Y,11/24/2021 3:55,11/24/2021 3:55
WFS PROC GROUP,WG_PLSS1,Proc LSS 1,30761,,LSS Processing Non-Emp,,0,,BECU,Y,11/24/2021 3:55,11/24/2021 3:55
WFS PROC GROUP,WG_PLSS2,Proc LSS 2,30762,,LSS Processing Emp,,0,,BECU,Y,11/24/2021 3:55,11/24/2021 3:55
WFS PROC GROUP,WG_POSLG,Post Closing,15944,,Post Closing,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_PRDG1,Proc Digital 1,30767,,Centralized Processing for Digital,,0,,BECU,Y,11/24/2021 3:55,11/24/2021 3:55
WFS PROC GROUP,WG_PRDG2,Proc Digital 2,30768,,Centralized Processing for Digital,,0,,BECU,Y,11/24/2021 3:55,11/24/2021 3:55
WFS PROC GROUP,WG_PRLS1,Proc LS 1,30769,,Centralized Processing for Lending Solutions,,0,,BECU,Y,11/24/2021 3:55,11/24/2021 3:55
WFS PROC GROUP,WG_PRLS2,Proc LS 2,30770,,Centralized Processing for Lending Solutions,,0,,BECU,Y,11/24/2021 3:55,11/24/2021 3:55
WFS PROC GROUP,WG_PRMC1,Proc MC 1,30763,,MC Processing Non-Emp,,0,,BECU,Y,11/24/2021 3:55,11/24/2021 3:55
WFS PROC GROUP,WG_PRMC2,Proc MC 2,30764,,MC Processing Emp,,0,,BECU,Y,11/24/2021 3:55,11/24/2021 3:55
WFS PROC GROUP,WG_PROCS,Processing,15945,,Processing,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_PRTL1,Proc Rtl A1,30771,,Centralized Processing for Retail Lending,,0,,BECU,Y,11/24/2021 3:55,11/24/2021 3:55
WFS PROC GROUP,WG_PRTL2,Proc Rtl A2,30772,,Centralized Processing for Retail Lending,,0,,BECU,Y,11/24/2021 3:55,11/24/2021 3:55
WFS PROC GROUP,WG_PURCH,Purchase,19630,,Purchase,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_QCREV,QC Reviewer - Whls,24702,,QC Reviewer - Wholesale,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_RDIS,Redisclosure,16677,,Redisclosure,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_REUW6,UW6REException,19465,,UW6REException,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_REUW7,UW7REException,19466,,UW7REException,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_REUW8,UW8REException,19467,,UW8REException,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_REUW9,UW9REException,19468,,UW9REException,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_RUW2L,UW Second Lvl,21321,,UW Second Lvl,,,,,,9/12/2018 16:14,6/11/2020 2:22
