loan_number,product_type,service_fee,balance,participation_balance_90,date_interest_paid_to,original_loan_to_value_ratio,net_int,price,premium_discount,funds_due
6307961141,Purchase Vehicle,0.25,10077.42,9069.678,4/1/2022,59.81,1.74,99.75,-22.674195,9049.597981
6307964150,DCU Re-Finance,0.25,18695.07,16825.563,3/14/2022,48.09,2.74,99.75,-42.0639075,16813.81276
6307979142,DCU Re-Finance,0.25,15281.21,13753.089,3/28/2022,55.32,1.49,99.75,-34.3827225,13724.32055
6308012141,Refinance From Other Financial Institution,0.25,8592.82,7733.538,3/30/2022,29.99,1.74,99.75,-19.333845,7717.153493
6308024141,Purchase Vehicle,0.25,17289.39,15560.451,3/9/2022,73.18,1.74,99.75,-38.9011275,15543.06166
6308041141,Purchase Vehicle,0.25,10589.63,9530.667,3/9/2022,59.16,2.24,99.75,-23.8266675,9523.802309
6308059141,Refinance From Other Financial Institution,0.25,13499.02,12149.118,3/1/2022,64.13,2.49,99.75,-30.372795,12149.41091
6308085142,Refinance From Other Financial Institution,0.25,22798.41,20518.569,3/7/2022,82.3,2.24,99.75,-51.2964225,20506.30845
6308087142,DCU Re-Finance,0.25,28108.35,25297.515,3/11/2022,67,1.74,99.75,-63.2437875,25266.83223
6308108141,Purchase Vehicle,0.25,40813.5,36732.15,3/10/2022,84.17,1.74,99.75,-91.830375,36689.3495
6308154141,Purchase Vehicle,0.25,22256.96,20031.264,3/9/2022,73.09,1.99,99.75,-50.07816,20012.85719
6308184141,Purchase Vehicle,0.25,12396.82,11157.138,3/9/2022,41.25,2.24,99.75,-27.892845,11149.1018
6308200141,Purchase Vehicle,0.25,43601.39,39241.251,3/14/2022,77.86,1.49,99.75,-98.1031275,39181.59355
6308252141,Purchase Vehicle,0.25,54641.67,49177.503,4/1/2022,78.06,1.49,99.75,-122.9437575,49066.60436
6308267141,Refinance From Other Financial Institution,0.25,19884.43,17895.987,3/31/2022,62.24,2.49,99.75,-44.7399675,17859.79298
6308281145,Purchase Vehicle,0.25,32072.97,28865.673,3/31/2022,74.92,1.49,99.75,-72.1641825,28801.75728
6308294141,Purchase Vehicle,0.25,14357.09,12921.381,3/9/2022,77.4,1.74,99.75,-32.3034525,12906.94091
6308303141,Refinance From Other Financial Institution,0.25,19946.33,17951.697,4/1/2022,53.51,1.49,99.75,-44.8792425,17911.21469
6308369141,Refinance From Other Financial Institution,0.25,8668.59,7801.731,3/14/2022,64.69,1.74,99.75,-19.5043275,7791.152708
6308371141,Refinance From Other Financial Institution,0.25,11343.21,10208.889,3/9/2022,45.19,1.99,99.75,-25.5222225,10199.50801
6308407141,Purchase Vehicle,0.25,20055.48,18049.932,3/22/2022,47.11,1.99,99.75,-45.12483,18020.55264
6308420141,Purchase Vehicle,0.25,19237.1,17313.39,2/14/2022,47.94,2.24,99.75,-43.283475,17325.35758
6308435142,Purchase Vehicle,0.25,32118.03,28906.227,3/29/2022,47.49,1.24,99.75,-72.2655675,28842.79961
6308444141,Refinance From Other Financial Institution,0.25,30162.28,27146.052,3/31/2022,78.96,1.99,99.75,-67.86513,27088.54699
6308510141,Purchase Vehicle,0.25,22510.03,20259.027,3/18/2022,88.54,1.99,99.75,-50.6475675,20230.4701
6308513142,Refinance From Other Financial Institution,0.25,21882.84,19694.556,3/10/2022,72.22,1.99,99.75,-49.23639,19675.38483
6308526141,Refinance From Other Financial Institution,0.25,16599.91,14939.919,3/23/2022,64.78,1.99,99.75,-37.3497975,14914.78719
6308538150,DCU Re-Finance,0.25,17596.4,15836.76,3/31/2022,33.41,1.74,99.75,-39.5919,15802.45281
6308556141,Refinance From Other Financial Institution,0.25,6769.65,6092.685,3/15/2022,31.16,2.24,99.75,-15.2317125,6086.053154
6308592141,Purchase Vehicle,0.25,24001.42,21601.278,3/22/2022,57.42,2.24,99.75,-54.003195,21568.48548
6308616141,Refinance From Other Financial Institution,0.25,9220.24,8298.216,4/6/2022,74.21,2.49,99.75,-20.74554,8278.036557
6308678141,Refinance From Other Financial Institution,0.25,21924.38,19731.942,3/25/2022,78.61,2.24,99.75,-49.329855,19698.35445
6308698141,Purchase Vehicle,0.25,10932.83,9839.547,3/11/2022,66.56,2.24,99.75,-24.5988675,9831.252127
6308704141,Purchase Vehicle,0.25,44822.87,40340.583,3/15/2022,89.66,1.99,99.75,-100.8514575,40290.31753
6308717144,Purchase Vehicle,0.25,28959.76,26063.784,3/16/2022,72.9,1.24,99.75,-65.15946,26018.10454
6308724141,Refinance From Other Financial Institution,0.25,46478.2,41830.38,4/6/2022,91.49,1.74,99.75,-104.57595,41727.79816
6308769141,Refinance From Other Financial Institution,0.25,27934.26,25140.834,2/22/2022,61.43,2.74,99.75,-62.852085,25161.02243
6308781141,Refinance From Other Financial Institution,0.25,21536.03,19382.427,4/4/2022,56.53,1.74,99.75,-48.4560675,19336.74289
6308785141,Purchase Vehicle,0.25,6121.81,5509.629,3/16/2022,35.23,1.74,99.75,-13.7740725,5501.633245
6308802142,DCU Re-Finance,0.25,58084.61,52276.149,4/1/2022,86.31,1.24,99.75,-130.6903725,52156.11437
6308821143,Purchase Vehicle,0.25,43742.12,39367.908,4/4/2022,96.77,2.49,99.75,-98.41977,39277.54517
6308838141,Refinance From Other Financial Institution,0.25,9718.81,8746.929,3/25/2022,37.2,2.49,99.75,-21.8673225,8732.818885
6308845141,Refinance From Other Financial Institution,0.25,14812.07,13330.863,3/19/2022,65.61,2.24,99.75,-33.3271575,13313.07999
6308845142,Refinance From Other Financial Institution,0.25,38809.45,34928.505,3/19/2022,88.08,1.99,99.75,-87.3212625,34877.36584
6308949141,Refinance From Other Financial Institution,0.25,10604.95,9544.455,3/18/2022,49.73,2.24,99.75,-23.8611375,9532.3087
6308965141,Refinance From Other Financial Institution,0.25,18404.07,16563.663,2/28/2022,67.17,2.49,99.75,-41.4091575,16565.1923
6308989141,Refinance From Other Financial Institution,0.25,6557.65,5901.885,3/1/2022,52.04,2.24,99.75,-14.7547125,5900.531609
6309005141,Refinance From Other Financial Institution,0.25,9561.48,8605.332,3/18/2022,38.83,1.74,99.75,-21.51333,8592.023206
6309036141,Refinance From Other Financial Institution,0.25,27805.48,25024.932,3/17/2022,92.38,2.49,99.75,-62.56233,24998.22046
6309054141,Refinance From Other Financial Institution,0.25,16096.22,14486.598,3/7/2022,52.52,2.24,99.75,-36.216495,14477.94176
6309091141,Refinance From Other Financial Institution,0.25,23814.65,21433.185,3/14/2022,61.9,2.24,99.75,-53.5829625,21411.17048
6309097141,Refinance From Other Financial Institution,0.25,10322.9,9290.61,3/10/2022,48.98,2.24,99.75,-23.226525,9283.348052
6309149141,Refinance From Other Financial Institution,0.25,15851.6,14266.44,3/23/2022,88.06,2.99,99.75,-35.6661,14248.30403
6309162141,Purchase Vehicle,0.25,25417.2,22875.48,3/1/2022,68.7,3.49,99.75,-57.1887,22899.22036
6309200141,Purchase Vehicle,0.25,14456.58,13010.922,3/17/2022,82.49,2.24,99.75,-32.527305,12995.16274
6309205141,Refinance From Other Financial Institution,0.25,30371.78,27334.602,3/1/2022,72.83,2.24,99.75,-68.336505,27328.33376
6309248141,Purchase Vehicle,0.25,9048.66,8143.794,3/11/2022,50.06,1.74,99.75,-20.359485,8133.916582
6309275141,Purchase Vehicle,0.25,41200.93,37080.837,4/1/2022,66.45,1.74,99.75,-92.7020925,36998.74104
6309299142,Purchase Vehicle,0.25,29961.18,26965.062,3/24/2022,79.47,1.99,99.75,-67.412655,26918.23144
6309300141,Purchase Vehicle,0.25,42254.19,38028.771,3/10/2022,73.81,2.99,99.75,-95.0719275,38020.92561
6309305141,Refinance From Other Financial Institution,0.25,22731.44,20458.296,2/22/2022,61.23,2.24,99.75,-51.14574,20462.39326
6309307141,Refinance From Other Financial Institution,0.25,16561.86,14905.674,2/22/2022,71.7,1.49,99.75,-37.264185,14895.18286
6309355141,Purchase Vehicle,0.25,11971.18,10774.062,3/15/2022,72.55,3.24,99.75,-26.935155,10769.12364
6309406141,Refinance From Other Financial Institution,0.25,15470.96,13923.864,4/4/2022,63.15,1.74,99.75,-34.80966,13891.04564
6309413141,Refinance From Other Financial Institution,0.25,14996.87,13497.183,4/4/2022,60.17,2.24,99.75,-33.7429575,13465.925
6309498141,Purchase Vehicle,0.25,24534.44,22080.996,3/15/2022,49.08,1.49,99.75,-55.20249,22046.52545
6309500141,Purchase Vehicle,0.25,51836.77,46653.093,4/5/2022,100.23,1.74,99.75,-116.6327325,46540.90829
6309506141,Purchase Vehicle,0.25,31906.26,28715.634,4/1/2022,98.26,1.24,99.75,-71.789085,28649.69818
6309524141,Purchase Vehicle,0.25,49449.41,44504.469,4/1/2022,68.35,1.74,99.75,-111.2611725,44405.93732
6309565142,DCU Re-Finance,0.25,14775.64,13298.076,3/31/2022,40.16,1.24,99.75,-33.24519,13267.9932
6309601141,Purchase Vehicle,0.25,29385.54,26446.986,3/14/2022,69.39,1.74,99.75,-66.117465,26411.12679
6309610142,DCU Re-Finance,0.25,18929.23,17036.307,3/1/2022,91.12,1.99,99.75,-42.5907675,17028.0829
6309625142,DCU Re-Finance,0.25,14825.88,13343.292,3/10/2022,58.89,1.99,99.75,-33.35823,13330.30331
6309664141,Purchase Vehicle,0.25,39141.41,35227.269,3/15/2022,69.91,1.49,99.75,-88.0681725,35172.27586
6309668141,Purchase Vehicle,0.25,20579.49,18521.541,3/12/2022,69.88,1.74,99.75,-46.3038525,18498.19371
6309718141,Purchase Vehicle,0.25,20492.3,18443.07,2/14/2022,64.75,2.24,99.75,-46.107675,18455.81846
6309729141,Purchase Vehicle,0.25,59549.15,53594.235,3/14/2022,64.5,1.99,99.75,-133.9855875,53530.3771
6309734141,Purchase Vehicle,0.25,21493.66,19344.294,3/16/2022,58.81,2.24,99.75,-48.360735,19322.05071
6309740141,Refinance From Other Financial Institution,0.25,31378.59,28240.731,4/1/2022,71.44,2.24,99.75,-70.6018275,28180.52795
6309742142,Purchase Vehicle,0.25,26458.69,23812.821,3/9/2022,59.42,1.24,99.75,-59.5320525,23776.74947
6309746141,Purchase Vehicle,0.25,37256.64,33530.976,3/21/2022,82.24,1.74,99.75,-83.82744,33474.32243
6309756141,Purchase Vehicle,0.25,21336.45,19202.805,3/31/2022,73.38,2.24,99.75,-48.0070125,19163.0473
6309759141,Refinance From Other Financial Institution,0.25,32950.4,29655.36,3/18/2022,65.12,1.74,99.75,-74.1384,29609.49575
6309782141,Purchase Vehicle,0.25,19093.42,17184.078,3/21/2022,64.13,1.49,99.75,-42.960195,17153.04308
6309805141,Refinance From Other Financial Institution,0.25,24488,22039.2,2/10/2022,55.59,2.24,99.75,-55.098,22059.84439
6309813142,Purchase Vehicle,0.25,40713.27,36641.943,3/17/2022,87.89,1.99,99.75,-91.6048575,36592.29066
6309825141,Purchase Vehicle,0.25,14308.91,12878.019,3/14/2022,72.45,2.24,99.75,-32.1950475,12864.79169
6309826141,Refinance From Other Financial Institution,0.25,21714.79,19543.311,2/15/2022,75.56,2.74,99.75,-48.8582775,19569.27415
6309851141,Purchase Vehicle,0.25,10205.87,9185.283,3/1/2022,73.82,2.24,99.75,-22.9632075,9183.176676
6309876142,DCU Re-Finance,0.25,25555.07,22999.563,3/14/2022,86.7,1.49,99.75,-57.4989075,22964.59736
6309922141,Purchase Vehicle,0.25,35210.76,31689.684,3/19/2022,56.62,1.49,99.75,-79.22421,31635.03883
6309952142,Purchase Vehicle,0.25,41392.03,37252.827,3/29/2022,79.45,1.74,99.75,-93.1320675,37175.67793
6309955141,Refinance From Other Financial Institution,0.25,24297.16,21867.444,4/2/2022,69.97,2.49,99.75,-54.66861,21820.23429
6309977141,Purchase Vehicle,0.25,16118.96,14507.064,3/4/2022,69.39,1.99,99.75,-36.26766,14497.68806
6309980141,Refinance From Other Financial Institution,0.25,13010.88,11709.792,4/4/2022,66.3,1.99,99.75,-29.27448,11682.43279
6309985143,DCU Re-Finance,0.25,12098.11,10888.299,4/1/2022,47.63,1.99,99.75,-27.2207475,10864.64007
6310007141,Purchase Vehicle,0.25,31848.08,28663.272,4/1/2022,83.83,1.49,99.75,-71.65818,28598.63436
6310019141,Purchase Vehicle,0.25,34527.49,31074.741,3/10/2022,69.07,1.49,99.75,-77.6868525,31032.573
6310038141,Refinance From Other Financial Institution,0.25,21953.57,19758.213,3/16/2022,82.61,2.24,99.75,-49.3955325,19735.49376
6310084141,Purchase Vehicle,0.25,9478.33,8530.497,3/14/2022,65.37,2.24,99.75,-21.3262425,8521.735128
6310103142,Purchase Vehicle,0.25,10609.14,9548.226,3/23/2022,71.8,2.49,99.75,-23.870565,9534.126017
6310121142,Purchase Vehicle,0.25,32272.54,29045.286,4/1/2022,77.95,1.49,99.75,-72.613215,28979.78689
6310151141,Purchase Vehicle,0.25,12925.14,11632.626,3/14/2022,53.85,1.74,99.75,-29.081565,11616.85343
6310174141,Purchase Vehicle,0.25,23935.11,21541.599,3/12/2022,76.9,2.24,99.75,-53.8539975,21522.11713
6310208141,Refinance From Other Financial Institution,0.25,20550.02,18495.018,2/22/2022,58.38,2.24,99.75,-46.237545,18498.72207
6310220141,Refinance From Other Financial Institution,0.25,13575.54,12217.986,3/14/2022,37.53,2.24,99.75,-30.544965,12205.43662
6310257141,Refinance From Other Financial Institution,0.25,15042.02,13537.818,2/22/2022,64.08,2.24,99.75,-33.844545,13540.52927
6310260141,Refinance From Other Financial Institution,0.25,12121.96,10909.764,3/1/2022,45.02,2.49,99.75,-27.27441,10910.02703
6310337142,Purchase Vehicle,0.25,28402.68,25562.412,3/9/2022,64.88,1.24,99.75,-63.90603,25523.6902
6310380141,Refinance From Other Financial Institution,0.25,19110.32,17199.288,3/1/2022,79.71,1.74,99.75,-42.99822,17186.6265
6310388141,Refinance From Other Financial Institution,0.25,12278.34,11050.506,3/31/2022,52.14,2.24,99.75,-27.626265,11027.62691
6310533141,Purchase Vehicle,0.25,7535.18,6781.662,3/15/2022,50.74,2.24,99.75,-16.954155,6774.280207
6310587141,Purchase Vehicle,0.25,16740.03,15066.027,3/17/2022,58.18,2.24,99.75,-37.6650675,15047.77853
6310631141,Purchase Vehicle,0.25,18562.15,16705.935,4/1/2022,70.58,1.99,99.75,-41.7648375,16669.63506
6310654141,Purchase Vehicle,0.25,25857.24,23271.516,3/29/2022,62.84,2.24,99.75,-58.17879,23226.19074
6310679142,Refinance From Other Financial Institution,0.25,13788.9,12410.01,2/10/2022,67.18,1.74,99.75,-31.025025,12412.1146
6310707141,Purchase Vehicle,0.25,41712.28,37541.052,3/14/2022,85.32,3.24,99.75,-93.85263,37527.17724
6310710141,Refinance From Other Financial Institution,0.25,10032.89,9029.601,3/18/2022,32.47,2.24,99.75,-22.5740025,9018.109905
6310755141,Purchase Vehicle,0.25,23578.03,21220.227,2/28/2022,97.43,1.49,99.75,-53.0505675,21200.09395
6310771141,Purchase Vehicle,0.25,16466.97,14820.273,3/22/2022,66.2,1.74,99.75,-37.0506825,14794.52633
6310792141,Purchase Vehicle,0.25,19490.83,17541.747,3/16/2022,71.26,2.49,99.75,-43.8543675,17524.21967
6310793141,Purchase Vehicle,0.25,17853.46,16068.114,3/21/2022,68.27,2.49,99.75,-40.170285,16046.57833
6310809141,Refinance From Other Financial Institution,0.25,22672.29,20405.061,2/25/2022,67.78,3.99,99.75,-51.0126525,20445.50215
6310826141,Purchase Vehicle,0.25,38381.97,34543.773,3/2/2022,89.94,4.49,99.75,-86.3594325,34610.39043
6310841141,Refinance From Other Financial Institution,0.25,28256.39,25430.751,3/16/2022,82.08,2.24,99.75,-63.5768775,25401.50912
6310858143,Purchase Vehicle,0.25,15289.95,13760.955,3/25/2022,73.33,1.74,99.75,-34.4023875,13735.08063
6310866142,Refinance From Other Financial Institution,0.25,12305.78,11075.202,3/21/2022,43.64,1.99,99.75,-27.688005,11057.77904
6310888144,DCU Re-Finance,0.25,40839.57,36755.613,3/21/2022,87.69,1.24,99.75,-91.8890325,36684.95159
6310945141,Refinance From Other Financial Institution,0.25,23023.63,20721.267,3/16/2022,80.08,2.24,99.75,-51.8031675,20697.44038
6310970141,Purchase Vehicle,0.25,10635.4,9571.86,3/17/2022,53.18,2.24,99.75,-23.92965,9560.266248
6310984141,Refinance From Other Financial Institution,0.25,15486.57,13937.913,3/22/2022,81.08,2.49,99.75,-34.8447825,13918.28155
6311049141,Refinance From Other Financial Institution,0.25,17786.61,16007.949,4/1/2022,63.75,1.49,99.75,-40.0198725,15971.84998
6311082141,Purchase Vehicle,0.25,19746.54,17771.886,3/16/2022,27.18,2.24,99.75,-44.429715,17751.45077
6311086143,Refinance From Other Financial Institution,0.25,12422.51,11180.259,3/29/2022,79,2.24,99.75,-27.9506475,11158.48353
6311102141,Refinance From Other Financial Institution,0.25,26518.02,23866.218,3/7/2022,67.05,2.49,99.75,-59.665545,23857.0246
6311147141,Purchase Vehicle,0.25,14693.9,13224.51,3/17/2022,60.78,2.49,99.75,-33.061275,13210.39419
6311149141,Refinance From Other Financial Institution,0.25,22970.04,20673.036,3/22/2022,75.75,2.49,99.75,-51.68259,20643.91817
6311222141,Refinance From Other Financial Institution,0.25,22237.77,20013.993,2/14/2022,71.45,2.24,99.75,-50.0349825,20027.82733
6311260141,Purchase Vehicle,0.25,31253.28,28127.952,3/25/2022,77.7,1.49,99.75,-70.31988,28072.5592
6311269141,Refinance From Other Financial Institution,0.25,14584.48,13126.032,4/1/2022,50.6,1.74,99.75,-32.81508,13096.97132
6311289141,Refinance From Other Financial Institution,0.25,16901.36,15211.224,2/12/2022,45.68,1.74,99.75,-38.02806,15212.35338
6311294141,Purchase Vehicle,0.25,12580.27,11322.243,4/1/2022,55.85,2.24,99.75,-28.3056075,11298.10646
6311300141,Refinance From Other Financial Institution,0.25,13156.46,11840.814,4/2/2022,40.51,1.74,99.75,-29.602035,11814.0343
6311329141,Refinance From Other Financial Institution,0.25,28666.8,25800.12,3/24/2022,66.51,1.74,99.75,-64.5003,25752.83863
6311341141,Refinance From Other Financial Institution,0.25,16580.65,14922.585,3/16/2022,46.06,1.74,99.75,-37.3064625,14900.92885
6311349141,Refinance From Other Financial Institution,0.25,24893.87,22404.483,4/1/2022,76.82,1.49,99.75,-56.0112075,22353.95936
6311372141,Purchase Vehicle,0.25,25150.11,22635.099,4/4/2022,69.28,1.99,99.75,-56.5877475,22582.21349
6311401142,Purchase Vehicle,0.25,6903.84,6213.456,3/21/2022,47.45,1.49,99.75,-15.53364,6202.234328
6311428142,Purchase Vehicle,0.25,22876.96,20589.264,3/10/2022,84.7,1.74,99.75,-51.47316,20565.27328
6311587141,Purchase Vehicle,0.25,19614.72,17653.248,3/18/2022,56.94,1.74,99.75,-44.13312,17625.94592
6311604141,Refinance From Other Financial Institution,0.25,18459.25,16613.325,3/9/2022,79.74,1.99,99.75,-41.5333125,16598.05895
6311615141,Refinance From Other Financial Institution,0.25,25344.65,22810.185,3/14/2022,53.9,1.99,99.75,-57.0254625,22783.00651
6311622141,Purchase Vehicle,0.25,43555.47,39199.923,4/1/2022,82.61,1.74,99.75,-97.9998075,39113.13544
6311632141,Purchase Vehicle,0.25,37716.45,33944.805,3/10/2022,64.03,1.49,99.75,-84.8620125,33898.74236
6311668141,Refinance From Other Financial Institution,0.25,24632.28,22169.052,3/11/2022,73.2,1.49,99.75,-55.42263,22138.06392
6311680141,Refinance From Other Financial Institution,0.25,15230.55,13707.495,3/16/2022,54.2,2.24,99.75,-34.2687375,13691.73326
6311721142,Refinance From Other Financial Institution,0.25,34369.5,30932.55,3/31/2022,58.9,1.74,99.75,-77.331375,30865.54077
6311729142,Purchase Vehicle,0.25,17374.11,15636.699,3/22/2022,71.65,2.49,99.75,-39.0917475,15614.67482
6311765141,Purchase Vehicle,0.25,12842.64,11558.376,3/22/2022,47.55,2.24,99.75,-28.89594,11540.82944
6311766141,Purchase Vehicle,0.25,39847.09,35862.381,3/29/2022,76.23,1.99,99.75,-89.6559525,35790.32218
6311809141,Refinance From Other Financial Institution,0.25,16581.4,14923.26,4/5/2022,88.79,2.49,99.75,-37.30815,14887.98796
6311831142,Refinance From Other Financial Institution,0.25,16969.44,15272.496,4/5/2022,45.83,1.49,99.75,-38.18124,15235.56167
6311867141,Purchase Vehicle,0.25,25214.08,22692.672,3/25/2022,80.49,1.74,99.75,-56.73168,22650.00356
6311888141,Purchase Vehicle,0.25,10886.48,9797.832,2/22/2022,72.1,3.24,99.75,-24.49458,9811.605336
6311922141,Refinance From Other Financial Institution,0.25,23626.36,21263.724,3/18/2022,85.29,1.74,99.75,-53.15931,21230.83805
6311924142,DCU Re-Finance,0.25,16814.35,15132.915,3/3/2022,57.83,2.24,99.75,-37.8322875,15127.58738
6311939142,Refinance From Other Financial Institution,0.25,20220.93,18198.837,3/1/2022,84.34,2.49,99.75,-45.4970925,18199.27577
6311943141,Purchase Vehicle,0.25,35211.68,31690.512,3/22/2022,86.16,2.24,99.75,-79.22628,31642.4032
6311946141,Purchase Vehicle,0.25,25199.72,22679.748,2/25/2022,72.31,2.24,99.75,-56.69937,22680.1146
6311967141,Purchase Vehicle,0.25,53774.6,48397.14,3/31/2022,82.74,1.24,99.75,-120.99285,48287.65639
6311996141,Purchase Vehicle,0.25,16602.4,14942.16,3/16/2022,62.77,1.74,99.75,-37.3554,14920.47545
6312003143,Purchase Vehicle,0.25,24525.43,22072.887,4/1/2022,66.37,1.74,99.75,-55.1822175,22024.01823
6312007141,Refinance From Other Financial Institution,0.25,14400.2,12960.18,3/3/2022,65.83,2.49,99.75,-32.40045,12958.7242
6312060141,Purchase Vehicle,0.25,11668.76,10501.884,3/22/2022,50.51,1.74,99.75,-26.25471,10483.63949
6312062142,Purchase Vehicle,0.25,43314.04,38982.636,4/5/2022,90.56,1.74,99.75,-97.45659,38888.89611
6312120141,Purchase Vehicle,0.25,34748.21,31273.389,3/25/2022,81.86,1.74,99.75,-78.1834725,31214.58646
6312122142,Refinance From Other Financial Institution,0.25,9086.23,8177.607,4/1/2022,54.57,1.74,99.75,-20.4440175,8159.502002
6312134141,Refinance From Other Financial Institution,0.25,14421.59,12979.431,3/14/2022,69.84,1.49,99.75,-32.4485775,12959.69871
6312174142,Purchase Vehicle,0.25,22333.76,20100.384,4/5/2022,81.66,1.49,99.75,-50.25096,20051.77411
6312182141,Refinance From Other Financial Institution,0.25,15626.62,14063.958,3/2/2022,75.04,2.24,99.75,-35.159895,14059.86982
6312188141,Purchase Vehicle,0.25,27456.16,24710.544,3/25/2022,61.12,2.24,99.75,-61.77636,24668.48192
6312197142,DCU Re-Finance,0.25,23378.39,21040.551,3/23/2022,67.37,1.24,99.75,-52.6013775,20998.67166
6312216142,DCU Re-Finance,0.25,18247.41,16422.669,3/18/2022,54.31,1.49,99.75,-41.0566725,16395.02042
6312226141,Purchase Vehicle,0.25,30083.09,27074.781,3/18/2022,72.65,2.49,99.75,-67.6869525,27044.03443
6312235141,Purchase Vehicle,0.25,11720.26,10548.234,2/4/2022,79.73,1.74,99.75,-26.370585,10553.03995
6312270141,Purchase Vehicle,0.25,6802,6121.8,4/5/2022,23.66,2.24,99.75,-15.3045,6107.246888
6312280141,Purchase Vehicle,0.25,11003.84,9903.456,3/21/2022,66.39,1.74,99.75,-24.75864,9886.723229
6312303141,Purchase Vehicle,0.25,30407.84,27367.056,3/16/2022,79.24,2.49,99.75,-68.41764,27339.71144
6312320142,Refinance From Other Financial Institution,0.25,19547.51,17592.759,4/5/2022,54.45,1.74,99.75,-43.9818975,17550.45444
6312322141,Purchase Vehicle,0.25,13135.43,11821.887,3/1/2022,74,2.24,99.75,-29.5547175,11819.17606
6312326142,Refinance From Other Financial Institution,0.25,24415.42,21973.878,4/1/2022,67.31,1.74,99.75,-54.934695,21925.22844
6312338141,Refinance From Other Financial Institution,0.25,17843.1,16058.79,3/17/2022,60.74,1.74,99.75,-40.146975,16034.71941
6312367142,Purchase Vehicle,0.25,41096.82,36987.138,3/21/2022,82.21,1.49,99.75,-92.467845,36920.33822
6312377142,Purchase Vehicle,0.25,44184.66,39766.194,3/25/2022,90.08,1.99,99.75,-99.415485,39694.96349
6312416142,Refinance From Other Financial Institution,0.25,14433.11,12989.799,3/14/2022,89.09,1.74,99.75,-32.4744975,12972.18626
6312446141,Purchase Vehicle,0.25,8252.32,7427.088,3/22/2022,31.86,2.24,99.75,-18.56772,7415.81307
6312472142,Purchase Vehicle,0.25,23023.16,20720.844,3/23/2022,72.34,1.74,99.75,-51.80211,20683.85871
6312478141,Purchase Vehicle,0.25,32834.15,29550.735,1/4/2022,63.48,2.49,99.75,-73.8768375,29664.33936
6312484142,DCU Re-Finance,0.25,29966.18,26969.562,2/15/2022,87.62,1.24,99.75,-67.423905,26948.86563
6312486142,Purchase Vehicle,0.25,27330.73,24597.657,3/25/2022,73.89,1.24,99.75,-61.4941425,24547.02626
6312503142,Purchase Vehicle,0.25,23965.16,21568.644,3/7/2022,69.36,2.49,99.75,-53.92161,21560.33564
6312509141,Purchase Vehicle,0.25,14186.96,12768.264,2/10/2022,56.75,2.24,99.75,-31.92066,12780.22419
6312587141,Refinance From Other Financial Institution,0.25,16000,14400,3/26/2022,47.65,1.74,99.75,-36,14372.23759
6312605142,Refinance From Other Financial Institution,0.25,22313.76,20082.384,3/23/2022,71.29,1.74,99.75,-50.20596,20046.53832
6312618141,Purchase Vehicle,0.25,24434.03,21990.627,2/28/2022,72.29,2.49,99.75,-54.9765675,21992.65737
6312633141,Refinance From Other Financial Institution,0.25,24277.29,21849.561,3/25/2022,63.35,2.24,99.75,-54.6239025,21812.36886
6312699141,Purchase Vehicle,0.25,13176.9,11859.21,3/21/2022,77.85,1.74,99.75,-29.648025,11839.17281
6312722141,Purchase Vehicle,0.25,7125.89,6413.301,3/23/2022,51.08,1.74,99.75,-16.0332525,6401.853697
6312743141,Purchase Vehicle,0.25,21584.09,19425.681,3/24/2022,79.21,1.74,99.75,-48.5642025,19390.08144
6312749141,Refinance From Other Financial Institution,0.25,28522.59,25670.331,3/16/2022,86.69,2.24,99.75,-64.1758275,25640.81364
6312757147,Refinance From Other Financial Institution,0.25,13212.38,11891.142,2/28/2022,82.45,1.99,99.75,-29.727855,11886.04998
6312772143,Purchase Vehicle,0.25,17710.42,15939.378,3/25/2022,50.17,1.99,99.75,-39.848445,15910.82686
6312801141,Purchase Vehicle,0.25,10794.95,9715.455,3/30/2022,65.92,2.99,99.75,-24.2886375,9697.533313
6312817141,Refinance From Other Financial Institution,0.25,37710.79,33939.711,3/21/2022,71.8,1.74,99.75,-84.8492775,33882.36684
6312825142,Purchase Vehicle,0.25,28969.62,26072.658,3/24/2022,75.15,1.24,99.75,-65.181645,26019.87694
6312832142,Refinance From Other Financial Institution,0.25,10226.6,9203.94,3/30/2022,74.38,2.49,99.75,-23.00985,9185.953232
6312854141,Refinance From Other Financial Institution,0.25,13539.46,12185.514,3/22/2022,72.79,2.49,99.75,-30.463785,12168.35079
6312869141,Purchase Vehicle,0.25,16382.55,14744.295,4/1/2022,68.4,2.24,99.75,-36.8607375,14712.86339
6312875141,Purchase Vehicle,0.25,36632.58,32969.322,3/22/2022,70.69,1.74,99.75,-82.423305,32912.04571
6312893141,Refinance From Other Financial Institution,0.25,28402.34,25562.106,2/22/2022,85.04,2.24,99.75,-63.905265,25567.22542
6312895141,Purchase Vehicle,0.25,14857.09,13371.381,2/18/2022,75.04,2.24,99.75,-33.4284525,13377.34134
6312912141,Purchase Vehicle,0.25,28223.65,25401.285,4/6/2022,65.36,1.49,99.75,-63.5032125,25338.81872
6312916141,Purchase Vehicle,0.25,21196.82,19077.138,3/19/2022,76.45,2.99,99.75,-47.692845,19059.13754
6312931141,Purchase Vehicle,0.25,12882.02,11593.818,3/17/2022,45.64,2.24,99.75,-28.984545,11579.77519
