Table Name,Column Name,Column Datatype,Column Null Option,Primary Key
WG_RPT_CMS_CONTACTS,FULLNAME,nvarchar(90),NULL,
WG_RPT_CMS_CONTACTS,REFCODE,nvarchar(20),NULL,
WG_RPT_CMS_CONTACTS,SSNTIN,nvarchar(11),NULL,
WG_RPT_CMS_CONTACTS,TITLE,nvarchar(128),NULL,
WG_RPT_CMS_CONTACTS,WORK_PHONE,nvarchar(10),NULL,
WG_RPT_CMS_CONTACTS,FAX_PHONE,nvarchar(10),NULL,
WG_RPT_CMS_CONTACTS,WORK_EMAIL,nvarchar(128),NULL,
WG_RPT_CMS_CONTACTS,ADDR1,nvarchar(35),NULL,
WG_RPT_CMS_CONTACTS,ADDR2,nvarchar(35),NULL,
WG_RPT_CMS_CONTACTS,CITY,nvarchar(35),NULL,
WG_RPT_CMS_CONTACTS,STATE,nvarchar(2),NULL,
WG_RPT_CMS_CONTACTS,ZIP,nvarchar(10),NULL,
WG_RPT_CMS_TYPE_INFO,CID,int,NOT NULL,Yes
WG_RPT_CMS_TYPE_INFO,CMS_TYPE,nvarchar(128),NOT NULL,Yes
WG_RPT_CMS_TYPE_INFO,CMS_TYPE_DESC,nvarchar(256),NULL,
WG_RPT_CMS_TYPE_INFO,CMS_TYPE_STATUS,nvarchar(128),NULL,
WG_RPT_CMS_TYPE_INFO,CMS_TYPE_STATUS_DESC,nvarchar(256),NULL,
WG_RPT_CMS_TYPE_INFO,STATUS_START_DATE,datetime,NULL,
WG_RPT_CMS_TYPE_INFO,STATUS_STOP_DATE,datetime,NULL,
WG_RPT_CMS_TYPE_INFO,STATUS_CHG_DATE,datetime,NULL,
WG_RPT_CMS_TYPE_INFO,APPROVAL_STATUS,nvarchar(128),NULL,
WG_RPT_CMS_TYPE_INFO,APPROVAL_STATUS_DESC,nvarchar(256),NULL,
WG_RPT_CMS_TYPE_INFO,APPROVAL_LEVEL,nvarchar(128),NULL,
WG_RPT_CMS_TYPE_INFO,APPROVAL_LEVEL_DESC,nvarchar(256),NULL,
WG_RPT_CMS_TYPE_INFO,LICENSE_STATE,nchar(2),NULL,
WG_RPT_CMS_TYPE_INFO,LICENSE_TYPE,nvarchar(128),NULL,
WG_RPT_CMS_TYPE_INFO,STATE_REQ_LIC_YN,nchar(1),NULL,
WG_RPT_CMS_TYPE_INFO,LICENSE_NUMBER,nvarchar(25),NULL,
WG_RPT_CMS_TYPE_INFO,LICENSE_STATUS,nvarchar(128),NULL,
WG_RPT_CMS_TYPE_INFO,LICENSE_STATUS_DESC,nvarchar(256),NULL,
WG_RPT_CMS_TYPE_INFO,LIC_EXP_DATE,datetime,NULL,
WG_RPT_CMS_TYPE_INFO,LIC_ISSUED_DATE,datetime,NULL,
WG_RPT_CMS_TYPE_INFO,LIC_RENEW_DATE,datetime,NULL,
WG_RPT_DATES,LNUM,nchar(20),NOT NULL,Yes
WG_RPT_DATES,APPLICATION_DATE,datetime,NULL,
WG_RPT_DATES,APPRAISAL_ORDER_DATE,datetime,NULL,
WG_RPT_DATES,APPRAISAL_RECVD_DATE,datetime,NULL,
WG_RPT_DATES,CANCELLED_DATE,datetime,NULL,
WG_RPT_DATES,CLOSED_DATE,datetime,NULL,
WG_RPT_DATES,COMMITMENT_EXP_DATE_OVR,datetime,NULL,
WG_RPT_DATES,CREATE_DATE,datetime,NULL,
WG_RPT_DATES,DENIAL_DATE,datetime,NULL,
WG_RPT_DATES,DISBURSEMENT_DATE,datetime,NULL,
WG_RPT_DATES,DOCS_DRAWN_DATE,datetime,NULL,
WG_RPT_DATES,EST_CLOSE_DATE,datetime,NULL,
WG_RPT_DATES,FILE_SUB_DATE,datetime,NULL,
WG_RPT_DATES,FLOOD_ORDER_DATE,datetime,NULL,
WG_RPT_DATES,FLOOD_RECVD_DATE,datetime,NULL,
WG_RPT_DATES,FUNDED_DATE,datetime,NULL,
WG_RPT_DATES,LOCKED_DATE,datetime,NULL,
WG_RPT_DATES,NOIA_DATE,datetime,NULL,
WG_RPT_DATES,ORIGINATION_DATE,datetime,NULL,
WG_RPT_DATES,PROCESSING_BEGIN_DATE,datetime,NULL,
WG_RPT_DATES,READY_FOR_DOCS_DATE,datetime,NULL,
WG_RPT_DATES,REQ_ADDTL_PROC_DATE,datetime,NULL,
WG_RPT_DATES,TITLE_ORDER_DATE,datetime,NULL,
WG_RPT_DATES,TITLE_RECVD_DATE,datetime,NULL,
WG_RPT_DATES,UW_DECISION_DATE,datetime,NULL,
WG_RPT_DATES,WITHDRAWN_DATE,datetime,NULL,
WG_RPT_DATES,LOCK_EXP_DATE,datetime,NULL,
WG_RPT_DATES,INVLK_COMMITMENT_DATE,datetime,NULL,
WG_RPT_DATES,INVLK_COMMITMENT_EXP_DATE,datetime,NULL,
WG_RPT_DATES,INVLK_COMMITMENT_CNFRM_DATE,datetime,NULL,
WG_RPT_DATES,READY_SHIP_DATE,datetime,NULL,
WG_RPT_DATES,RESCISSION_EXP_DATE,datetime,NULL,
WG_RPT_DATES,SHIPPED_DATE,datetime,NULL,
WG_RPT_DATES,INV_FUNDED_DATE,datetime,NULL,
WG_RPT_DATES,READY_FUND_DATE,datetime,NULL,
WG_RPT_DATES,READY_UW_DATE,datetime,NULL,
WG_RPT_DATES,DISCLOSURE_DATE,datetime,NULL,
WG_RPT_DATES,INIT_DISCLOSURE_DATE,datetime,NULL,
WG_RPT_DATES,REDISCLOSURE_DATE,datetime,NULL,
WG_RPT_DATES,FINAL_DISCLOSURE_DATE,datetime,NULL,
WG_RPT_DATES,THREEDAY_DISCLOSURE_DATE,datetime,NULL,
WG_RPT_DATES,FIRST_CREDIT_RPT_DATE,datetime,NULL,
WG_RPT_DATES,LAST_CREDIT_RPT_DATE,datetime,NULL,
WG_RPT_DATES,FINAL_DOCS_SHIPPED,datetime,NULL,
WG_RPT_DATES,HCM_DISCL_DT,datetime,NULL,
WG_RPT_DATES,SYS_BORROWER_SITUATION_DATE,datetime,NULL,
WG_RPT_DATES,MAN_BORROWER_SITUATION_DATE,datetime,NULL,
WG_RPT_DATES,MATURITY_DATE,datetime,NULL,
WG_RPT_DATES,FIRST_PMT_DATE,datetime,NULL,
WG_RPT_DATES,APPROVAL_DATE,datetime,NULL,
WG_RPT_DATES,SENT_TO_UNDERWRITING,datetime,NULL,
WG_RPT_DATES,PURCHASE_DATE,datetime,NULL,
WG_RPT_DATES,DOCUMENT_DATE,datetime,NULL,
WG_RPT_DATES,CLOSING_PROXY_DATE,datetime,NULL,
WG_RPT_DATES,CUDATE,datetime,NULL,
WG_RPT_DATES,NOI_SENT_DATE,datetime,NULL,
WG_RPT_DATES,NOI_START_DATE,datetime,NULL,
WG_RPT_DATES,NOI_END_DATE,datetime,NULL,
WG_RPT_DATES,FLOOD_DETMN_LETTER_DATE,datetime,NULL,
WG_RPT_DATES,UW_DOC_EXP_DATE,datetime,NULL,
WG_RPT_DATES,CLOSING_DOC_EXP_DATE,datetime,NULL,
WG_RPT_DATES,CLOSING_DOCS_DUE_DATE,datetime,NULL,
WG_RPT_DATES,SALES_CONTRACT_DATE,datetime,NULL,
WG_RPT_DATES,FILE_RECEIVED_DATE,datetime,NULL,
WG_RPT_DATES,UW_DECISION_EXP_DATE,datetime,NULL,
WG_RPT_DATES,APPRAISAL_DUE_DATE,datetime,NULL,
WG_RPT_DATES,APPRAISAL_RCVD_DATE,datetime,NULL,
WG_RPT_DATES,TITLE_INS_ORDERED_DATE,datetime,NULL,
WG_RPT_DATES,TITLE_INS_RCVD_DATE,datetime,NULL,
WG_RPT_DATES,APPRAISAL_ISSUE_DATE,datetime,NULL,
WG_RPT_DATES,MISC_7_DATE,datetime,NULL,
WG_RPT_DATES,ASSET_EXP_DOC_DATE,datetime,NULL,
WG_RPT_DATES,SUSPENDED_DATE,datetime,NULL,
WG_RPT_DATES,DISBURSEMENT_ISSUE_DATE,datetime,NULL,
WG_RPT_DATES,PREQUALIFY_DATE,datetime,NULL,
WG_RPT_DATES,UW_APPROVAL_EXP_DATE,datetime,NULL,
WG_RPT_DATES,CONFIRMED_LOCK_DATE,datetime,NULL,
WG_RPT_DATES,UW_DECISION_DATETIME,datetime,NULL,
WG_RPT_HMDA,LNUM,nchar(20),NOT NULL,Yes
WG_RPT_HMDA,REPORTABLE_YEAR,nchar(4),NULL,
WG_RPT_HMDA,ACTION_DATE,datetime,NULL,
WG_RPT_HMDA,ACTION_TAKEN_CODE,smallint,NULL,
WG_RPT_HMDA,ACTION_TAKEN,nvarchar(50),NULL,
WG_RPT_HMDA,PURCHASER_TYPE_CODE,int,NULL,
WG_RPT_HMDA,PURCHASER_TYPE,nvarchar(50),NULL,
WG_RPT_HMDA,LOAN_TYPE_CODE,smallint,NULL,
WG_RPT_HMDA,LOAN_TYPE,nvarchar(50),NULL,
WG_RPT_HMDA,LOAN_PURPOSE_CODE,smallint,NULL,
WG_RPT_HMDA,LOAN_PURPOSE,nvarchar(50),NULL,
WG_RPT_HMDA,OWNER_OCCUPANCY_CODE,smallint,NULL,
WG_RPT_HMDA,OWNER_OCCUPANCY,nvarchar(50),NULL,
WG_RPT_HMDA,PREAPPRVL_REQ_TYPE_CODE,smallint,NULL,
WG_RPT_HMDA,PREAPPRVL_REQ_TYPE,nvarchar(50),NULL,
WG_RPT_HMDA,RATE_SPREAD,"numeric(16,6)",NULL,
WG_RPT_HMDA,HOEPA_STATUS_CODE,smallint,NULL,
WG_RPT_HMDA,HOEPA_STATUS,nvarchar(50),NULL,
WG_RPT_HMDA,LIEN_STATUS_CODE,smallint,NULL,
WG_RPT_HMDA,LIEN_STATUS,nvarchar(50),NULL,
WG_RPT_HMDA,DENIAL_1_CODE,int,NULL,
WG_RPT_HMDA,DENIAL_1,nvarchar(50),NULL,
WG_RPT_HMDA,DENIAL_2_CODE,int,NULL,
WG_RPT_HMDA,DENIAL_2,nvarchar(50),NULL,
WG_RPT_HMDA,DENIAL_3_CODE,int,NULL,
WG_RPT_HMDA,DENIAL_3,nvarchar(50),NULL,
WG_RPT_HMDA,B1_SEX_CODE,smallint,NULL,
WG_RPT_HMDA,B1_SEX,nvarchar(50),NULL,
WG_RPT_HMDA,B1_ETHNICITY_CODE,smallint,NULL,
WG_RPT_HMDA,B1_ETHNICITY,nvarchar(50),NULL,
WG_RPT_HMDA,B1_RACE_1_CODE,smallint,NULL,
WG_RPT_HMDA,B1_RACE_1,nvarchar(50),NULL,
WG_RPT_HMDA,B1_RACE_2_CODE,smallint,NULL,
WG_RPT_HMDA,B1_RACE_2,nvarchar(50),NULL,
WG_RPT_HMDA,B1_RACE_3_CODE,smallint,NULL,
WG_RPT_HMDA,B1_RACE_3,nvarchar(50),NULL,
WG_RPT_HMDA,B1_RACE_4_CODE,smallint,NULL,
WG_RPT_HMDA,B1_RACE_4,nvarchar(50),NULL,
WG_RPT_HMDA,B1_RACE_5_CODE,smallint,NULL,
WG_RPT_HMDA,B1_RACE_5,nvarchar(50),NULL,
WG_RPT_HMDA,B2_SEX_CODE,smallint,NULL,
WG_RPT_HMDA,B2_SEX,nvarchar(50),NULL,
WG_RPT_HMDA,B2_ETHNICITY_CODE,smallint,NULL,
WG_RPT_HMDA,B2_ETHNICITY,nvarchar(50),NULL,
WG_RPT_HMDA,B2_RACE_1_CODE,smallint,NULL,
WG_RPT_HMDA,B2_RACE_1,nvarchar(50),NULL,
WG_RPT_HMDA,B2_RACE_2_CODE,smallint,NULL,
WG_RPT_HMDA,B2_RACE_2,nvarchar(50),NULL,
WG_RPT_HMDA,B2_RACE_3_CODE,smallint,NULL,
WG_RPT_HMDA,B2_RACE_3,nvarchar(50),NULL,
WG_RPT_HMDA,B2_RACE_4_CODE,smallint,NULL,
WG_RPT_HMDA,B2_RACE_4,nvarchar(50),NULL,
WG_RPT_HMDA,B2_RACE_5_CODE,smallint,NULL,
WG_RPT_HMDA,B2_RACE_5,nvarchar(50),NULL,
WG_RPT_INV_LOCK_SNAPSHOT,LNUM,nchar(20),NOT NULL,Yes
WG_RPT_INV_LOCK_SNAPSHOT,SNAPSHOTID,int,NOT NULL,Yes
WG_RPT_INV_LOCK_SNAPSHOT,SNAPSHOT_DATE,datetime,NULL,
WG_RPT_INV_LOCK_SNAPSHOT,DELEGATED_ENDORSEMENT_YN,nchar(1),NULL,
WG_RPT_INV_LOCK_SNAPSHOT,PRODUCT,nvarchar(128),NULL,
WG_RPT_INV_LOCK_SNAPSHOT,RATECODE,nvarchar(10),NULL,
WG_RPT_INV_LOCK_SNAPSHOT,INTEREST_RATE,float,NULL,
WG_RPT_INV_LOCK_SNAPSHOT,AMORTIZATION_TYPE,nvarchar(128),NULL,
WG_RPT_INV_LOCK_SNAPSHOT,INVST_LOCK_PERIOD,nvarchar(128),NULL,
WG_RPT_INV_LOCK_SNAPSHOT,BASE_MARKET_PRICE,float,NULL,
WG_RPT_INV_LOCK_SNAPSHOT,TTL_MKT_PRICE_ADJUSTMENTS,float,NULL,
WG_RPT_INV_LOCK_SNAPSHOT,DELIVERY_TERMS,nvarchar(128),NULL,
WG_RPT_INV_LOCK_SNAPSHOT,PROPERTY_TYPE,nvarchar(128),NULL,
WG_RPT_INV_LOCK_SNAPSHOT,DOCUMENTATION_LEVEL,nvarchar(20),NULL,
WG_RPT_INV_LOCK_SNAPSHOT,OCCUPANCY_TYPE,nvarchar(20),NULL,
WG_RPT_INV_LOCK_SNAPSHOT,PURP_OF_REFINANCE,nvarchar(20),NULL,
WG_RPT_INV_LOCK_SNAPSHOT,LOAN_PURPOSE,nvarchar(20),NULL,
WG_RPT_INV_LOCK_SNAPSHOT,ORIGINAL_LOAN_AMOUNT,float,NULL,
WG_RPT_INV_LOCK_SNAPSHOT,PROPERTY_LOAN_TO_VALUE,float,NULL,
WG_RPT_INV_LOCK_SNAPSHOT,COMBINED_LOAN_TO_VALUE,float,NULL,
WG_RPT_INV_LOCK_SNAPSHOT,ALTERNATE_CREDIT_SCORE,int,NULL,
WG_RPT_INV_LOCK_SNAPSHOT,PROPERTY_STATE,nvarchar(5),NULL,
WG_RPT_INV_LOCK_SNAPSHOT,TOTAL_RATIO,float,NULL,
WG_RPT_INVESTOR,LNUM,nchar(20),NOT NULL,Yes
WG_RPT_INVESTOR,MLPSA_KEY,nvarchar(40),NULL,
WG_RPT_INVESTOR,PACKAGE_ID,nvarchar(50),NULL,
WG_RPT_INVESTOR,TRADECONFIRM_ID,nvarchar(50),NULL,
WG_RPT_INVESTOR,FUNDING_ID,nvarchar(50),NULL,
WG_RPT_INVESTOR,COUPON_STRIP,"numeric(16,6)",NULL,
WG_RPT_INVESTOR,INVLK_LOCK_PERIOD,nvarchar(128),NULL,
WG_RPT_INVESTOR,INVLK_LOCK_PERIOD_DESC,nvarchar(256),NULL,
WG_RPT_INVESTOR,PIPELINE_LOCK_ID,int,NULL,
WG_RPT_IPG_DETAIL,LNUM,nchar(20),NOT NULL,Yes
WG_RPT_IPG_DETAIL,INVESTOR_CODE,nvarchar(4),NULL,
WG_RPT_IPG_DETAIL,PRODUCT_CODE,nvarchar(4),NULL,
WG_RPT_IPG_DETAIL,PRODUCT_NAME,nvarchar(80),NULL,
WG_RPT_IPG_DETAIL,PROGRAM_CODE,nvarchar(4),NULL,
WG_RPT_IPG_DETAIL,PROGRAM_NAME,nvarchar(80),NULL,
WG_RPT_IPG_DETAIL,PRICE_GROUP_CODE,nvarchar(4),NULL,
WG_RPT_IPG_DETAIL,PRICE_GROUP_CODE_NAME,nvarchar(80),NULL,
WG_RPT_IPG_DETAIL,IPG_NAME,nvarchar(240),NULL,
WG_RPT_IPG_DETAIL,SECONDARY_LOAN_TYPE,nvarchar(128),NULL,
WG_RPT_IPG_DETAIL,SECONDARY_LOAN_TYPE_DESC,nvarchar(256),NULL,
WG_RPT_IPG_DETAIL,PREPAY_PENALTY_TYPE,nvarchar(128),NULL,
WG_RPT_IPG_DETAIL,PREPAY_PENALTY_TYPE_DESC,nvarchar(256),NULL,
WG_RPT_IPG_DETAIL,OVER_ALLOW_PCT,"numeric(16,6)",NULL,
WG_RPT_IPG_DETAIL,SHORT_ALLOW_PCT,"numeric(16,6)",NULL,
WG_RPT_IPG_DETAIL,OVER_SPLIT_PCT,"numeric(16,6)",NULL,
WG_RPT_IPG_DETAIL,SHORT_SPLIT_PCT,"numeric(16,6)",NULL,
WG_RPT_IPG_DETAIL,REQUIRES_MERS,nchar(1),NULL,
WG_RPT_IPG_DETAIL,REQUIRES_MI,nchar(1),NULL,
WG_RPT_IPG_DETAIL,ONE_TIMECLOSE_CONST,nchar(1),NULL,
WG_RPT_IPG_DETAIL,INTERIM_CONSTRUCTION,nchar(1),NULL,
WG_RPT_IPG_DETAIL,ASSUMABLE,nchar(1),NULL,
WG_RPT_IPG_DETAIL,CONV_PERIOD_ST,smallint,NULL,
WG_RPT_IPG_DETAIL,CONV_PERIOD_END,smallint,NULL,
WG_RPT_IPG_DETAIL,EZD_PRODUCT,nchar(1),NULL,
WG_RPT_IPG_DETAIL,HMDA_REPORTABLE,nchar(1),NULL,
WG_RPT_IPG_DETAIL,BUYDOWN_ALLOWED,nchar(1),NULL,
WG_RPT_IPG_DETAIL,HELOC_ALLOW_YN,nchar(1),NULL,
WG_RPT_IPG_DETAIL,PROD_PROF_TRUE,nchar(1),NULL,
WG_RPT_IPG_DETAIL,PRICE_NAME,nvarchar(240),NULL,
WG_RPT_IPG_DETAIL,ALLOW_DPA,nchar(1),NULL,
WG_RPT_IPG_DETAIL,AVAIL_BTOC,nchar(1),NULL,
WG_RPT_IPG_DETAIL,FIRST_LOCK_IND,nchar(1),NULL,
WG_RPT_IPG_DETAIL,OLD_AGENCY_NUM_IND,nchar(1),NULL,
WG_RPT_IPG_DETAIL,PRODUCT_IDENTIFIER,nvarchar(80),NULL,
WG_RPT_IPG_DETAIL,SERVICING_INTERFACE_IND,nvarchar(30),NULL,
WG_RPT_IPG_DETAIL,SERVICING_LOCATION,nchar(20),NULL,
WG_RPT_IPG_DETAIL,SUB_PRIME_IND,nchar(1),NULL,
WG_RPT_IPG_DETAIL,MI_REQUIRE,nchar(1),NULL,
WG_RPT_LOAN,LNUM,nchar(20),NOT NULL,Yes
WG_RPT_LOAN,CLNUM,nvarchar(20),NULL,
WG_RPT_LOAN,EXTERNAL_LNUM,nvarchar(40),NULL,
WG_RPT_LOAN,JPM_LNUM,nvarchar(40),NULL,
WG_RPT_LOAN,AMORTIZATION,nvarchar(128),NULL,
WG_RPT_LOAN,AMORTIZATION_DESC,nvarchar(256),NULL,
WG_RPT_LOAN,CHANNEL,nvarchar(128),NULL,
WG_RPT_LOAN,CHANNEL_DESC,nvarchar(256),NULL,
WG_RPT_LOAN,CREDIT_SCORE,int,NULL,
WG_RPT_LOAN,DOC_TYPE,nvarchar(128),NULL,
WG_RPT_LOAN,DOC_TYPE_DESC,nvarchar(256),NULL,
WG_RPT_LOAN,LEAD_SOURCE,nvarchar(128),NULL,
WG_RPT_LOAN,LEAD_SOURCE_DESC,nvarchar(256),NULL,
WG_RPT_LOAN,LIEN_POSITION,nvarchar(128),NULL,
WG_RPT_LOAN,LIEN_POSITION_DESC,nvarchar(256),NULL,
WG_RPT_LOAN,LOAN_PURPOSE,nvarchar(128),NULL,
WG_RPT_LOAN,LOAN_PURPOSE_DESC,nvarchar(256),NULL,
WG_RPT_LOAN,LOAN_STATUS,nvarchar(128),NULL,
WG_RPT_LOAN,LOAN_STATUS_DESC,nvarchar(256),NULL,
WG_RPT_LOAN,LOAN_TYPE,nvarchar(128),NULL,
WG_RPT_LOAN,LOAN_TYPE_DESC,nvarchar(256),NULL,
WG_RPT_LOAN,OCCUPANCY,nvarchar(128),NULL,
WG_RPT_LOAN,OCCUPANCY_DESC,nvarchar(256),NULL,
WG_RPT_LOAN,PREPAY_PENALTY_YN,nchar(1),NULL,
WG_RPT_LOAN,PRODUCT,nvarchar(128),NULL,
WG_RPT_LOAN,PRODUCT_DESC,nvarchar(256),NULL,
WG_RPT_LOAN,PROGRAM,nvarchar(128),NULL,
WG_RPT_LOAN,PROGRAM_DESC,nvarchar(256),NULL,
WG_RPT_LOAN,UW_DISPOSITION,nvarchar(128),NULL,
WG_RPT_LOAN,UW_DISPOSITION_DESC,nvarchar(256),NULL,
WG_RPT_LOAN,LOAN_LOCKED,nchar(1),NULL,
WG_RPT_LOAN,INVLK_COMMITMENT_NBR,nvarchar(20),NULL,
WG_RPT_LOAN,INVLK_LOCKED,nchar(1),NULL,
WG_RPT_LOAN,INVLK_LOCK_STATUS,nvarchar(128),NULL,
WG_RPT_LOAN,INVLK_LOCK_STATUS_DESC,nvarchar(256),NULL,
WG_RPT_LOAN,LOAN_ACTIVITY,nvarchar(128),NULL,
WG_RPT_LOAN,REFI_PURPOSE,nvarchar(128),NULL,
WG_RPT_LOAN,REFI_PURPOSE_DESC,nvarchar(256),NULL,
WG_RPT_LOAN,AGENCY_CASE_NUMBER,nvarchar(30),NULL,
WG_RPT_LOAN,LOAN_IS_PREQUAL_YN,nchar(1),NULL,
WG_RPT_LOAN,MORTGAGE_TYPE,nvarchar(128),NULL,
WG_RPT_LOAN,MORTGAGE_TYPE_DESC,nvarchar(256),NULL,
WG_RPT_LOAN,LOAN_TERM,smallint,NULL,
WG_RPT_LOAN,FUNDING_METHOD,nvarchar(128),NULL,
WG_RPT_LOAN,FUNDING_METHOD_DESC,nvarchar(256),NULL,
WG_RPT_LOAN,DELIVERY_TERMS,nvarchar(128),NULL,
WG_RPT_LOAN,DELIVERY_TERMS_DESC,nvarchar(256),NULL,
WG_RPT_LOAN,CONDITION_TEXT,nvarchar(max),NULL,
WG_RPT_LOAN,CUSTATE,nchar(1),NULL,
WG_RPT_LOAN,CUISACTIVE_YN,nchar(1),NULL,
WG_RPT_LOAN,ESCROW_WAIVER,nchar(1),NULL,
WG_RPT_LOAN,REDISCLOSE_YN,nchar(1),NULL,
WG_RPT_LOAN,PRODUCT_RATECODE,nvarchar(10),NULL,
WG_RPT_LOAN,UW_TOLERANCE_FLAG,nchar(1),NULL,
WG_RPT_LOAN,GFE_TOLERANCE_FLAG,nchar(1),NULL,
WG_RPT_LOAN,LOCK_CONFIRM_YN,nvarchar(1),NULL,
WG_RPT_LOAN,CULTURE_CODE,nvarchar(10),NULL,
WG_RPT_LOAN,LOCK_TYPE,nvarchar(40),NULL,
WG_RPT_LOAN,LOCK_TYPE_DESC,nvarchar(160),NULL,
WG_RPT_LOAN_ACTIVITY,LNUM,nchar(20),NOT NULL,Yes
WG_RPT_LOAN_ACTIVITY,S_LOAN_ACTIVITY,nvarchar(128),NOT NULL,Yes
WG_RPT_LOAN_ACTIVITY,LOAN_ACTIVITY,nvarchar(128),NULL,
WG_RPT_LOAN_ACTIVITY,INITIAL_DATE,date,NULL,
WG_RPT_LOAN_ACTIVITY,LAST_DATE,date,NULL,
WG_RPT_LOAN_CONDITIONS,LNUM,nchar(20),NOT NULL,Yes
WG_RPT_LOAN_CONDITIONS,CNDTN_CNTR,int,NOT NULL,Yes
WG_RPT_LOAN_CONDITIONS,CATEGORY,nvarchar(128),NULL,
WG_RPT_LOAN_CONDITIONS,CONDITION_TYPE,nvarchar(128),NULL,
WG_RPT_LOAN_CONDITIONS,CONDITION_STATE,nvarchar(20),NULL,
WG_RPT_LOAN_CONDITIONS,DUE_DATE,datetime,NULL,
WG_RPT_LOAN_CONDITIONS,MAINT_DATE,datetime,NULL,
WG_RPT_LOAN_CONDITIONS,WAIVED_DATE,datetime,NULL,
WG_RPT_LOAN_CONDITIONS,ACTIVE_YN,nchar(1),NULL,
WG_RPT_LOAN_CONDITIONS,SIGN_OFF_DATE,datetime,NULL,
WG_RPT_LOAN_CONDITIONS,CONDITION,nvarchar(2000),NULL,
WG_RPT_LOAN_CONDITIONS,UWCONDITION,nvarchar(128),NULL,
WG_RPT_LOAN_REMARKS,LNUM,nchar(20),NOT NULL,Yes
WG_RPT_LOAN_REMARKS,ENTERED_DATE,datetime,NOT NULL,
WG_RPT_LOAN_REMARKS,USRID,int,NOT NULL,
WG_RPT_LOAN_REMARKS,USERNAME,nvarchar(60),NULL,
WG_RPT_LOAN_REMARKS,REMARK_TYPE,nvarchar(20),NULL,
WG_RPT_LOAN_REMARKS,ACTIVITY,nvarchar(128),NULL,
WG_RPT_LOAN_REMARKS,TASK,nvarchar(128),NULL,
WG_RPT_LOAN_REMARKS,REMARK,nvarchar(max),NULL,
WG_RPT_LOAN_REMARKS,REMARKS_TXT,nvarchar(max),NULL,
WG_RPT_LOAN_REMARKS,RMKID,int,NOT NULL,Yes
WG_RPT_LOAN_REMARKS_BKP841551,LNUM,nchar(20),NOT NULL,Yes
WG_RPT_LOAN_REMARKS_BKP841551,ENTERED_DATE,datetime,NOT NULL,
WG_RPT_LOAN_REMARKS_BKP841551,USRID,int,NOT NULL,
WG_RPT_LOAN_REMARKS_BKP841551,USERNAME,nvarchar(60),NULL,
WG_RPT_LOAN_REMARKS_BKP841551,REMARK_TYPE,nvarchar(20),NULL,
WG_RPT_LOAN_REMARKS_BKP841551,ACTIVITY,nvarchar(20),NULL,
WG_RPT_LOAN_REMARKS_BKP841551,TASK,nvarchar(20),NULL,
WG_RPT_LOAN_REMARKS_BKP841551,REMARK,nvarchar(max),NULL,
WG_RPT_LOAN_REMARKS_BKP841551,RMKDBID,nchar(5),NOT NULL,
WG_RPT_LOAN_REMARKS_BKP841551,RMKSERNO,int,NOT NULL,
WG_RPT_LOAN_STATUS,ROWCNTR,int,NOT NULL,Yes
WG_RPT_LOAN_STATUS,LNUM,nchar(20),NOT NULL,Yes
WG_RPT_LOAN_STATUS,S_LOAN_STATUS,nvarchar(8),NULL,
WG_RPT_LOAN_STATUS,LOAN_STATUS,nvarchar(128),NULL,
WG_RPT_LOAN_STATUS,STATUS_DATE,datetime,NULL,
WG_RPT_LOGO,LOGO_ID,int,NOT NULL,Yes
WG_RPT_LOGO,LOGO_DESC,nvarchar(512),NULL,
WG_RPT_LOGO,LOGO_FILENAME,nvarchar(512),NULL,
WG_RPT_LOGO,LOGO_MIMETYPE,nvarchar(10),NOT NULL,
WG_RPT_LOGO,LOGO_FILE,varbinary(max),NULL,
WG_RPT_PROPERTY,LNUM,nchar(20),NOT NULL,Yes
WG_RPT_PROPERTY,CENSUS_TRACT,nvarchar(8),NULL,
WG_RPT_PROPERTY,COUNTY_CODE,nchar(3),NULL,
WG_RPT_PROPERTY,MSA_CODE,nvarchar(6),NULL,
WG_RPT_PROPERTY,PROJECT_CLASS,nvarchar(128),NULL,
WG_RPT_PROPERTY,PROJECT_NAME,nvarchar(80),NULL,
WG_RPT_PROPERTY,PROP_ADDR1,nvarchar(55),NULL,
WG_RPT_PROPERTY,PROP_ADDR2,nvarchar(55),NULL,
WG_RPT_PROPERTY,PROP_CITY,nvarchar(25),NULL,
WG_RPT_PROPERTY,PROP_COUNTY,nvarchar(35),NULL,
WG_RPT_PROPERTY,PROP_STATE,nchar(2),NULL,
WG_RPT_PROPERTY,PROP_ZIP,nvarchar(10),NULL,
WG_RPT_PROPERTY,PROPERTY_TYPE,nvarchar(128),NULL,
WG_RPT_PROPERTY,PROPERTY_TYPE_DESC,nvarchar(256),NULL,
WG_RPT_PROPERTY,STATE_CODE,nchar(2),NULL,
WG_RPT_PROPERTY,YEAR_BUILT,smallint,NULL,
WG_RPT_PROPERTY,NUMBER_OF_UNITS,smallint,NULL,
WG_RPT_PROPERTY,PROP_COUNTRY,nvarchar(35),NULL,
WG_RPT_WORKFLOW,WORKTYPE_INSTANCE,int,NOT NULL,Yes
WG_RPT_WORKFLOW,WORKTYPE_CODE,nvarchar(8),NULL,
WG_RPT_WORKFLOW,EST_EFFORT_TIME,int,NULL,
WG_RPT_WORKFLOW,EXP_RESOLVE_DATE,datetime,NULL,
