ALIAS||CATEGORY||CREATE_DATE||DBSYMBOL||DESCRIPT||FLDNAME||MISMO_VALUE||MODIFY_DATE||PROFID||REC_CUSTOM||REFCODE||SRCENV||SYMBOLID
"Refinance Fannie"||||9/12/2018 4:14:42 PM||"SFC1_88B"||"Refinance Fannie"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"288"||||4145
"Refinance Not FNMA"||||9/12/2018 4:14:42 PM||"SFC1_89B"||"Refinance Not FNMA"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"289"||||4146
"2-1 Buydown FH009"||||9/12/2018 4:14:42 PM||"SFC1_B"||"2-1 Buydown FH009"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"009"||||4147
"Broker/3rd Prty Orig"||||9/12/2018 4:14:42 PM||"SFC1_BRK"||"Broker/3rd Prty Orig"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"212"||||4148
"Conv ARM-Market Opt"||||9/12/2018 4:14:42 PM||"SFC1_CAM"||"Conv ARM-Market Opt"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"038"||||4149
"Conv ARM-Take Out"||||9/12/2018 4:14:42 PM||"SFC1_CAT"||"Conv ARM-Take Out"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"037"||||4150
"Compressed Buydowns"||||9/12/2018 4:14:42 PM||"SFC1_CB"||"Compressed Buydowns"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"052"||||4151
"Comm Homebuyers 3/2"||||9/12/2018 4:14:42 PM||"SFC1_CH3"||"Comm Homebuyers 3/2"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"074"||||4152
"HomeStyle Comm Loan"||||9/12/2018 4:14:42 PM||"SFC1_CHI"||"HomeStyle Comm Loan"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"022"||||4153
"CommLiving Grp Home"||||9/12/2018 4:14:42 PM||"SFC1_CL"||"CommLiving Grp Home"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"017"||||4154
"Cash Out Refinance"||||9/12/2018 4:14:42 PM||"SFC1_COR"||"Cash Out Refinance"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"003"||||4155
"Conv Refi-Balloon"||||9/12/2018 4:14:42 PM||"SFC1_CRB"||"Conv Refi-Balloon"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"236"||||4156
"Community Seconds"||||9/12/2018 4:14:42 PM||"SFC1_CS"||"Community Seconds"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"118"||||4157
"Desktop Underwriter"||||9/12/2018 4:14:42 PM||"SFC1_DU"||"Desktop Underwriter"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"127"||||4158
"DU Ln/Sellr not Orig"||||9/12/2018 4:14:42 PM||"SFC1_DUL"||"DU Ln/Sellr not Orig"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"214"||||4159
"Fannie97"||||9/12/2018 4:14:42 PM||"SFC1_F97"||"Fannie97"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"121"||||4160
"FHLMC Afford Housing"||||9/12/2018 4:14:42 PM||"SFC1_FHL"||"FHLMC Afford Housing"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"071"||||4161
"RHS Gty Mtg RegSO"||||9/12/2018 4:14:42 PM||"SFC1_FM"||"RHS Gty Mtg RegSO"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"084"||||4162
"RHS Gty Mtg ModSO"||||9/12/2018 4:14:42 PM||"SFC1_FMS"||"RHS Gty Mtg ModSO"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"086"||||4163
"Converted ARM Resale"||||9/12/2018 4:14:42 PM||"SFC1_FRR"||"Converted ARM Resale"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"036"||||4164
"Federal Govt.Subsidy"||||9/12/2018 4:14:42 PM||"SFC1_FS"||"Federal Govt.Subsidy"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"047"||||4165
"RHS Gty Mtg SpecSO"||||9/12/2018 4:14:42 PM||"SFC1_FSS"||"RHS Gty Mtg SpecSO"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"087"||||4166
"GPM-Period Ended"||||9/12/2018 4:14:42 PM||"SFC1_GPM"||"GPM-Period Ended"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"016"||||4167
"HomeStyle"||||9/12/2018 4:14:42 PM||"SFC1_HS"||"HomeStyle"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"089"||||4168
"Lease-Pur Mtg Loan"||||9/12/2018 4:14:42 PM||"SFC1_LEA"||"Lease-Pur Mtg Loan"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"216"||||4169
"Lender-Purch Mtg Ins"||||9/12/2018 4:14:42 PM||"SFC1_LEN"||"Lender-Purch Mtg Ins"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"019"||||4170
"Loan Prospector"||||9/12/2018 4:14:42 PM||"SFC1_LP"||"Loan Prospector"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"213"||||4171
"LP Accept Plus FH214"||||9/12/2018 4:14:42 PM||"SFC1_LPA"||"LP Accept Plus FH214"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"214"||||4172
"Magnet 5"||||9/12/2018 4:14:42 PM||"SFC1_M5"||"Magnet 5"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"072"||||4173
"Mtg Credit Cert"||||9/12/2018 4:14:42 PM||"SFC1_MCC"||"Mtg Credit Cert"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"076"||||4174
"Manufactured Housing"||||9/12/2018 4:14:42 PM||"SFC1_MH"||"Manufactured Housing"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"235"||||4175
"Nonpoolable Spec Ln"||||9/12/2018 4:14:42 PM||"SFC1_NSP"||"Nonpoolable Spec Ln"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"010"||||4176
"NOT Wholesale FH018"||||9/12/2018 4:14:42 PM||"SFC1_NTP"||"NOT Wholesale FH018"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"018"||||4177
"Purch Money 2nd Mtg"||||9/12/2018 4:14:42 PM||"SFC1_PMS"||"Purch Money 2nd Mtg"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"015"||||4178
"Public/Prvt Subsidy"||||9/12/2018 4:14:42 PM||"SFC1_PPS"||"Public/Prvt Subsidy"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"049"||||4179
"Recourse FN001"||||9/12/2018 4:14:42 PM||"SFC1_R"||"Recourse FN001"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"001"||||4180
"Refi/No Cash Out"||||9/12/2018 4:14:42 PM||"SFC1_RNC"||"Refi/No Cash Out"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"007"||||4181
"Restricted Relo Mtg"||||9/12/2018 4:14:42 PM||"SFC1_RRM"||"Restricted Relo Mtg"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"013"||||4182
"Out SFHA w/Fld Ins"||||9/12/2018 4:14:42 PM||"SFC1_SI"||"Out SFHA w/Fld Ins"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"175"||||4183
"In SFHA w/o Fld Ins"||||9/12/2018 4:14:42 PM||"SFC1_SOF"||"In SFHA w/o Fld Ins"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"185"||||4184
"Out SFHA w/o Fld Ins"||||9/12/2018 4:14:42 PM||"SFC1_SOI"||"Out SFHA w/o Fld Ins"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"180"||||4185
"ST/Local Gov Sub Prg"||||9/12/2018 4:14:42 PM||"SFC1_SSP"||"ST/Local Gov Sub Prg"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"048"||||4186
"In SFHA w/Fld Ins"||||9/12/2018 4:14:42 PM||"SFC1_SWF"||"In SFHA w/Fld Ins"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"170"||||4187
"TX Equity Cash Out"||||9/12/2018 4:14:42 PM||"SFC1_TEC"||"TX Equity Cash Out"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"304"||||4188
"ltv75-20-5 no MI"||||9/12/2018 4:14:42 PM||"SPC_201A"||"ltv75-20-5 no MI"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"201"||||4189
"FHA Section 248"||||9/12/2018 4:14:42 PM||"SPC_201B"||"FHA Section 248"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"201"||||4190
"Cash-out refi hm imp"||||9/12/2018 4:14:42 PM||"SPC_203A"||"Cash-out refi hm imp"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"203"||||4191
"RHS Native Ameri Mtg"||||9/12/2018 4:14:42 PM||"SPC_203B"||"RHS Native Ameri Mtg"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"203"||||4192
"Texas cash-out"||||9/12/2018 4:14:42 PM||"SPC_221A"||"Texas cash-out"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"221"||||4193
"NACLE"||||9/12/2018 4:14:42 PM||"SPC_221B"||"NACLE"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"221"||||4194
"LP Heloc tltv</=100%"||||9/12/2018 4:14:42 PM||"SPC_226A"||"LPHeloc tltv</=100%"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"226"||||4195
"Contract Labor Borr"||||9/12/2018 4:14:42 PM||"SPC_226B"||"Contract Labor Borr"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"226"||||4196
"3rd Party Orig FH002"||||9/12/2018 4:14:42 PM||"SPC1_002"||"3rd Party Orig FH002"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"002"||||4197
"FHLMC009"||||9/12/2018 4:14:42 PM||"SPC1_009"||"Moderate Interest Rate Buydown"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||||||"009"||||17597
"FNMA013"||||9/12/2018 4:14:42 PM||"SPC1_013"||"Restricted Relocation Mortgage"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||||||"013"||||17666
"FNMA014"||||9/12/2018 4:14:42 PM||"SPC1_014"||"Significant Interest Rate Buydown"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||||||"014"||||17667
"FHLMC018"||||9/12/2018 4:14:42 PM||"SPC1_018"||"FDIC Loan"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||||||"018"||||17600
"FNMA019"||||9/12/2018 4:14:42 PM||"SPC1_019"||"Lender-Purchased Mortgage Insurance"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||||||"019"||||17668
"FNMA022"||||9/12/2018 4:14:42 PM||"SPC1_022"||"Community home improvement loans"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||||||"022"||||17669
"FNMA032"||||9/12/2018 4:14:42 PM||"SPC1_032"||"Alternative Mortgage Insurance Claim Settlement"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||||||"032"||||17670
"Shared-Forecl-Rsk"||||9/12/2018 4:14:42 PM||"SPC1_042"||"Shared-Forecl-Rsk"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"042"||||4198
"FNMA054"||||9/12/2018 4:14:42 PM||"SPC1_054"||"Community Land Trust Option Mortgage"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||||||"054"||||17677
"Lender Contributions"||||9/12/2018 4:14:42 PM||"SPC1_056"||"Lender Contributions"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"056"||||4199
"FNMA062"||||9/12/2018 4:14:42 PM||"SPC1_062"||"Expanded Approval,DU Version 8.0 and later"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||||||"062"||||18692
"No MI Terminated"||||9/12/2018 4:14:42 PM||"SPC1_095"||"No MI Terminated"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"095"||||4200
"No MI Cancelled"||||9/12/2018 4:14:42 PM||"SPC1_097"||"No MI Cancelled"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"097"||||4201
"Mtg w/prepmt prot"||||9/12/2018 4:14:42 PM||"SPC1_113"||"Prepayment penalty mortgage"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||||||"113"||||4202
"FHLMC128"||||9/12/2018 4:14:42 PM||"SPC1_128"||"Section 184 Native American Mortgage,fee simple"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||||||"128"||||18458
"Nat Ameri Tst Lnd"||||9/12/2018 4:14:42 PM||"SPC1_129"||"Nat Ameri Tst Lnd"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"129"||||4204
"FHLMC130"||||9/12/2018 4:14:42 PM||"SPC1_130"||"Native American Other"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||||||"130"||||18463
"Limited Appraisal"||||9/12/2018 4:14:42 PM||"SPC1_133"||"Limited Appraisal"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"133"||||4206
"Drive-by Appraisal"||||9/12/2018 4:14:42 PM||"SPC1_135"||"Drive-by Appraisal"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"135"||||4207
"CD Pledged Loan"||||9/12/2018 4:14:42 PM||"SPC1_139"||"CD Pledged Loan"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"139"||||4208
"FHLMC140"||||9/12/2018 4:14:42 PM||"SPC1_140"||"Purchase transaction Home Possible®"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||||||"140"||||17604
"FNMA147"||||9/12/2018 4:14:42 PM||"SPC1_147"||"DU Refinance Plus Loan"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||||||"147"||||18701
"3-2-1 Buydown FH014"||||9/12/2018 4:14:42 PM||"SPC1_14A"||"3-2-1 Buydown FH014"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"014"||||4209
"2/2 ByDwn >2% FN014"||||9/12/2018 4:14:42 PM||"SPC1_14B"||"2/2 ByDwn >2% FN014"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||2||||"014"||||4210
"FNMA150"||||9/12/2018 4:14:42 PM||"SPC1_150"||"Multiple(5-10) Financed Properties to Same Borrower"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||||||"150"||||18710
"FNMA151"||||9/12/2018 4:14:42 PM||"SPC1_151"||"Conversions of Single Closing Construction to Permanent Financing"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||||||"151"||||18719
"FNMA156"||||9/12/2018 4:14:42 PM||"SPC1_156"||"Special FannieMae Approved Condominium Projects"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||||||"156"||||18728
"FNMA162"||||9/12/2018 4:14:42 PM||"SPC1_162"||"SSN positively validated through social security adminstration"||"Spec. Feature Code 3"||||6/11/2020 2:21:46 AM||||||"162"||||18737
"FNMA165"||||9/12/2018 4:14:42 PM||"SPC1_165"||"Unit Number - ByPass Loan Delivery Edit"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"165"||||18746
"FHLMC175"||||9/12/2018 4:14:42 PM||"SPC1_175"||"Flood Insurance — Not a Special Flood Hazard Area"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"175"||||17606
"FHLMC185"||||9/12/2018 4:14:42 PM||"SPC1_185"||"Property in an SFHA without flood insurance"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"185"||||17608
"FNMA197"||||9/12/2018 4:14:42 PM||"SPC1_197"||"Prepayment Premium - Other than 1,3 or 5 Years"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"197"||||18755
"HUD Section 184"||||9/12/2018 4:14:42 PM||"SPC1_202"||"HUD Section 184"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"202"||||4211
"FHLMC203"||||9/12/2018 4:14:42 PM||"SPC1_203"||"Special purpose cash-out refinance Mortgage"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"203"||||17609
"FHLMC206"||||9/12/2018 4:14:42 PM||"SPC1_206"||"Flexible 97®"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"206"||||17610
"FHLMC207"||||9/12/2018 4:14:42 PM||"SPC1_207"||"Mortgage with temporary subsidy buydown plan extends 2years or less"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"207"||||17611
"Ext buy/dn >24mons"||||9/12/2018 4:14:42 PM||"SPC1_208"||"Ext buy/dn >24mons"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"208"||||4212
"Ext buy/dn<24mons"||||9/12/2018 4:14:42 PM||"SPC1_209"||"Ext buy/dn<24mons"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"209"||||4213
"Ext buy/dn=24mons"||||9/12/2018 4:14:42 PM||"SPC1_210"||"Ext buy/dn=24mons"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"210"||||4214
"Corr-Orig 3rd party"||||9/12/2018 4:14:42 PM||"SPC1_211"||"Corr-Orig(3rd party)"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"211"||||4215
"FHLMC212"||||9/12/2018 4:14:42 PM||"SPC1_212"||"Broker Third-Party Origination"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"212"||||17613
"FHLMC218"||||9/12/2018 4:14:42 PM||"SPC1_218"||"Section 184 Native American Mortgage, tribal trust land"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"218"||||17616
"FHLMC221"||||9/12/2018 4:14:42 PM||"SPC1_221"||"Native American Conventional Lending Initiative"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"221"||||17617
"FNMA222"||||9/12/2018 4:14:42 PM||"SPC1_222"||"Housing For People with Disabilities"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"222"||||18764
"Secondary Financing"||||9/12/2018 4:14:42 PM||"SPC1_227"||"Secondary Financing"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"227"||||4216
"Nat Ameri Conv Mtg"||||9/12/2018 4:14:42 PM||"SPC1_230"||"Nat Ameri Conv Mtg"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"230"||||4217
"Annual Stop Loss Ln"||||9/12/2018 4:14:42 PM||"SPC1_240"||"Annual Stop Loss Ln"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"240"||||4218
"Spc Appraisal Pilot"||||9/12/2018 4:14:42 PM||"SPC1_247"||"Spc Appraisal Pilot"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"247"||||4219
"Comm Lending Exper"||||9/12/2018 4:14:42 PM||"SPC1_248"||"Comm Lending Exper"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"248"||||4220
"Condo UW Exp"||||9/12/2018 4:14:42 PM||"SPC1_249"||"Condo UW Exp"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"249"||||4221
"Pool Insurance"||||9/12/2018 4:14:42 PM||"SPC1_255"||"Pool Insurance"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"255"||||4222
"CA cndo w/par pre de"||||9/12/2018 4:14:42 PM||"SPC1_257"||"CA cndo w/par pre de"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"257"||||4223
"CA cndo w/adeq ded"||||9/12/2018 4:14:42 PM||"SPC1_259"||"CA dndo 2/adeq ded"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"259"||||4224
"CA Condo Insure Note"||||9/12/2018 4:14:42 PM||"SPC1_261"||"CA Condo Insure Note"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"261"||||4225
"Swimming Pool Hldb"||||9/12/2018 4:14:42 PM||"SPC1_263"||"Swimming Pool Hldb"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"263"||||4226
"Pool Pol>80%ltv"||||9/12/2018 4:14:42 PM||"SPC1_277"||"Pool Pol>80%ltv"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"277"||||4227
"FNMA279"||||9/12/2018 4:14:42 PM||"SPC1_279"||"Rehabilitation/Renovation"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"279"||||18773
"2 unit 15-20yr FH280"||||9/12/2018 4:14:42 PM||"SPC1_280"||"2 unit 15-20yr FH280"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"280"||||4228
"Pool Ins Trans"||||9/12/2018 4:14:42 PM||"SPC1_282"||"Pool Ins Trans"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"282"||||4229
"Fin Prem Op ltv95%"||||9/12/2018 4:14:42 PM||"SPC1_283"||"Fin Prem Op ltv95%"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"283"||||4230
"2 unit 30yr FH285"||||9/12/2018 4:14:42 PM||"SPC1_285"||"2 unit 30yr FH285"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"285"||||4231
"ltv/tltv90-5-5w/fee"||||9/12/2018 4:14:42 PM||"SPC1_287"||"ltv/tltv90-5-5w/fee"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"287"||||4232
"FNMA288"||||9/12/2018 4:14:42 PM||"SPC1_288"||"Refi Plus™"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"288"||||18782
"Homestyle Remodeler"||||9/12/2018 4:14:42 PM||"SPC1_290"||"Homestyle Remodeler"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"290"||||4233
"Home Imp C/O refi"||||9/12/2018 4:14:42 PM||"SPC1_312"||"Home Imp C/O refi"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"312"||||4234
"DU ARM w/ltv ov 90%"||||9/12/2018 4:14:42 PM||"SPC1_334"||"DU ARM w/ltv ov 90%"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"334"||||4235
"DU Bal w/ltv ov 90%"||||9/12/2018 4:14:42 PM||"SPC1_335"||"Du Bal w/ltv ov 90%"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"335"||||4236
"DU w/18%lower MI"||||9/12/2018 4:14:42 PM||"SPC1_346"||"DU w/18%lower MI"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"346"||||4237
"DU w/12%lowerMI"||||9/12/2018 4:14:42 PM||"SPC1_347"||"DU w/12%lower MI"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"347"||||4238
"FHLMC357"||||9/12/2018 4:14:42 PM||"SPC1_357"||"Property Inspection Alternative (PIA)"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"357"||||17621
"LP Accept Loan"||||9/12/2018 4:14:42 PM||"SPC1_361"||"LP Accept Loan"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"361"||||4239
"Flex 100& Flex 80/20"||||9/12/2018 4:14:42 PM||"SPC1_412"||"Flex 100&Flex 80/20"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"412"||||4240
"FNMA416"||||9/12/2018 4:14:42 PM||"SPC1_416"||"SF Disaster Response"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"416"||||18791
"Community 100"||||9/12/2018 4:14:42 PM||"SPC1_424"||"Community 100"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"424"||||4241
"FNMA439"||||9/12/2018 4:14:42 PM||"SPC1_439"||"Non-U.S. Citizen Borrower"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"439"||||18800
"FNMA446"||||9/12/2018 4:14:42 PM||"SPC1_446"||"Flexible Mortgages with Subordinate Financing"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"446"||||18809
"FNMA460"||||9/12/2018 4:14:42 PM||"SPC1_460"||"MyCommunityMortgage®"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"460"||||18818
"Trans of Serv Restri"||||9/12/2018 4:14:42 PM||"SPC1_510"||"Trans of Serv Restri"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"510"||||4242
"Afford Leas/Pur Prog"||||9/12/2018 4:14:42 PM||"SPC1_522"||"Afford Leas/Pur Prog"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"522"||||4243
"Afford Goldw/recour"||||9/12/2018 4:14:42 PM||"SPC1_531"||"Afford Goldw/recour"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"531"||||4244
"FHLMC532"||||9/12/2018 4:14:42 PM||"SPC1_532"||"Affordable Housing Initiative Mortgage using Noncredit Payment"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"532"||||18434
"FHLMC535"||||9/12/2018 4:14:42 PM||"SPC1_535"||"Mortgage where the TLTV ratio is greater than 100%"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"535"||||18478
"Exc from pool ins"||||9/12/2018 4:14:42 PM||"SPC1_537"||"Exc from pool ins"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"537"||||4247
"FNMA541"||||9/12/2018 4:14:42 PM||"SPC1_541"||"Borrower Protection Plan"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"541"||||18827
"FHLMC547"||||9/12/2018 4:14:42 PM||"SPC1_547"||"Affordable Housing Initiative Mortgage using cash-on-hand"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"547"||||17623
"Mtg<3% of borrower"||||9/12/2018 4:14:42 PM||"SPC1_553"||"Mtg<3% of borrower"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"553"||||4248
"FNMA564"||||9/12/2018 4:14:42 PM||"SPC1_564"||"Flexible Mortgage Minimum Borrower Contribution"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"564"||||18836
"FNMA574"||||9/12/2018 4:14:42 PM||"SPC1_574"||"MyCommunity Mortgage Loan With Financed MI"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"574"||||18845
"FHLMC582"||||9/12/2018 4:14:42 PM||"SPC1_582"||"Mortgage with an RHS leveraged second"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"582"||||18483
"FHLMC583"||||9/12/2018 4:14:42 PM||"SPC1_583"||"Mortgage with an Affordable Second"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"583"||||18488
"FNMA586"||||9/12/2018 4:14:42 PM||"SPC1_586"||"Native American Cost-Based Appraisal"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"586"||||18854
"FNMA588"||||9/12/2018 4:14:42 PM||"SPC1_588"||"Detached Condominium"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"588"||||18863
